IPCC_annex,C_group_IM24_sh,Country_code_A3,Name,ipcc_code_2006_for_standard_report,ipcc_code_2006_for_standard_report_name,Substance,fossil_bio,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018,Y_2019,Y_2020,Y_2021,Y_2022,Y_2023,Y_2024
Non-Annex_I,India +,AFG,Afghanistan,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-125,fossil,0,0,0,0,0,0,0,0,0.000078386,0.001722429,0.004717985,0.008054035,0.011545867,0.015106959,0.019441665,0.024114247,0.024875468,0.023784643,0.023850401,0.02457664,0.021797694,0.02102859,0.021594153,0.022631103,0.023668053,0.024705002,0.027388515,0.029934094,0.032883003,0.035609003,0.038349166,0.04115419,0.043911253,0.046678669,0.049440908
Non-Annex_I,India +,AFG,Afghanistan,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-134a,fossil,0.000127976,0.000516054,0.000686656,0.000856,0.002903154,0.004950309,0.006997463,0.009044618,0.011091772,0.013138927,0.030043155,0.04143638,0.050284478,0.060364496,0.071848427,0.085510547,0.087316918,0.089123288,0.090929659,0.09273603,0.0945424,0.096348771,0.098155142,0.099961512,0.116166522,0.138558359,0.162636503,0.183269731,0.209579416,0.233253102,0.256791968,0.28129938,0.305206035,0.329190346,0.353135829
Non-Annex_I,India +,AFG,Afghanistan,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-143a,fossil,0,0,0,9.51879E-05,0.000239321,0.000556036,0.001176529,0.001841331,0.002782821,0.003925235,0.005186671,0.006342445,0.007661775,0.009108171,0.010307857,0.012649037,0.013899406,0.014646371,0.015575754,0.015839662,0.015575366,0.016103999,0.016632632,0.017161264,0.017689897,0.018218529,0.021262501,0.0248383,0.029236933,0.032909734,0.036792145,0.040776761,0.04462337,0.048527915,0.052403492
Non-Annex_I,India +,AFG,Afghanistan,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-152a,fossil,2.89725E-05,0.003176223,0.00624533,0.009146685,0.012611836,0.016039885,0.01945922,0.022625609,0.026204759,0.02949577,0.031682406,0.029866654,0.031857831,0.033711547,0.033408114,0.030317482,0.035968943,0.041620403,0.047271864,0.052923324,0.057460912,0.05850566,0.056235473,0.057903907,0.05843929,0.058179966,0.058061211,0.062032526,0.06486279,0.067090398,0.070100127,0.072789327,0.075431506,0.078211876,0.08092315
Non-Annex_I,India +,AFG,Afghanistan,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-227ea,fossil,0,0,0,0,0,3.72622E-05,0.000155585,0.000314639,0.000618666,0.000956566,0.00147614,0.002020013,0.002610415,0.003236298,0.003808198,0.0038879,0.004268516,0.004454098,0.004486578,0.004606191,0.004747231,0.00468861,0.004603778,0.004802087,0.005043541,0.005235541,0.005474907,0.00565597,0.005930186,0.006161734,0.006390677,0.006635579,0.00687071,0.007107035,0.007342763
Non-Annex_I,India +,AFG,Afghanistan,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-245fa,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0.00002082,0.002378866,0.002174086,0.002306499,0.004638797,0.006498671,0.009697025,0.012249051,0.014101986,0.014864024,0.015625805,0.015224273,0.0161987,0.01767961,0.018264848,0.020127652,0.021287163,0.022489681,0.023897958,0.025154727,0.026443915,0.027761993,0.029065626
Non-Annex_I,India +,AFG,Afghanistan,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-32,fossil,0,0,0,0,0,0,0,0,0,0.000644417,0.001288834,0.001933134,0.002577387,0.003221612,0.003865808,0.004258523,0.003393931,0.003447301,0.003500672,0.003554043,0.00730858,0.005664841,0.004227252,0.004116079,0.00548906,0.006956617,0.006956617,0.006956617,0.006956617,0.006956617,0.006956617,0.006956617,0.006956617,0.006956617,0.006956617
Non-Annex_I,India +,AFG,Afghanistan,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-365mfc,fossil,0,0,0,0,0,0,0,0,0,8.94636E-05,0.000178927,0.000268391,0.000357854,0.000447318,0.000507081,0.00057162,0.001436064,0.002193568,0.003395794,0.004530239,0.00534306,0.005611567,0.006141049,0.006456655,0.006569604,0.006438269,0.006632157,0.006993779,0.00757396,0.007952524,0.008392646,0.008858935,0.00928726,0.009732172,0.01016879
Non-Annex_I,Southern_Africa,AGO,Angola,2.G,Other Product Manufacture and Use,HCFC-141b,fossil,2.45931E-08,3.70996E-07,2.72613E-06,4.77787E-06,9.01986E-06,1.52061E-05,4.95321E-05,8.15612E-05,0.000125318,0.000157348,0.00025523,0.000625156,0.00128057,0.00163625,0.0023376,0.00388269,0.00505073,0.00545995,0.00586917,0.00586917,0.00586917,0.00586917,0.00586917,0.00586917,0.00586917,0.00586917,0.00586917,0.00586917,0.00586917,0.00586917,0.00586917,0.00586917,0.00586917,0.00586917,0.00586917
Non-Annex_I,Southern_Africa,AGO,Angola,2.G,Other Product Manufacture and Use,HCFC-142b,fossil,8.72108E-06,1.11343E-05,1.11385E-05,6.45218E-06,7.17825E-06,8.98346E-06,2.58981E-05,0.000042436,5.73922E-05,7.05261E-05,0.00011295,0.000248293,0.000400755,0.000536553,0.000831359,0.00142657,0.00140191,0.00162584,0.00184977,0.00184977,0.00184977,0.00184977,0.00184977,0.00184977,0.00184977,0.00184977,0.00184977,0.00184977,0.00184977,0.00184977,0.00184977,0.00184977,0.00184977,0.00184977,0.00184977
Non-Annex_I,Southern_Africa,AGO,Angola,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-125,fossil,0,0,0,0,0,0,0,0,5.32559E-05,0.001170228,0.003205425,0.005471956,0.007844326,0.010263751,0.013208775,0.016383353,0.01690053,0.016159417,0.016204094,0.016697505,0.014809474,0.01428694,0.014671187,0.015375696,0.016080206,0.016784715,0.018607908,0.020337389,0.022340894,0.024192954,0.026054636,0.027960384,0.029833548,0.031713746,0.033590427
Non-Annex_I,Southern_Africa,AGO,Angola,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-134a,fossil,8.69476E-05,0.00035061,0.000466518,0.000581571,0.001972419,0.003363267,0.004754115,0.006144963,0.007535811,0.008926659,0.020411485,0.028152105,0.034163552,0.041011972,0.048814218,0.058096338,0.059323596,0.060550854,0.061778112,0.063005371,0.064232629,0.065459887,0.066687145,0.067914403,0.078924176,0.094137314,0.110496138,0.124514467,0.142389412,0.158473445,0.17446588,0.191116351,0.207358664,0.223653738,0.239922431
Non-Annex_I,Southern_Africa,AGO,Angola,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-143a,fossil,0,0,0,6.46712E-05,0.000162596,0.000377774,0.00079934,0.001251011,0.001890664,0.002666826,0.003523853,0.004309092,0.005205452,0.006188141,0.007003215,0.008593826,0.009443333,0.009950826,0.010582253,0.010761554,0.01058199,0.010941146,0.011300302,0.011659458,0.012018613,0.012377769,0.014445861,0.016875278,0.019863734,0.022359056,0.024996787,0.027703957,0.030317365,0.032970134,0.035603223
Non-Annex_I,Southern_Africa,AGO,Angola,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-152a,fossil,1.96841E-05,0.002157943,0.004243112,0.006214308,0.008568551,0.010897586,0.013220702,0.015371964,0.017803658,0.020039589,0.021525201,0.020291569,0.021644386,0.022903811,0.022697657,0.020597865,0.024437498,0.028277132,0.032116765,0.035956399,0.039039261,0.039749069,0.038206691,0.039340234,0.039703976,0.03952779,0.039447107,0.04214524,0.044068138,0.045581587,0.047626414,0.049453472,0.051248584,0.053137582,0.054979637
Non-Annex_I,Southern_Africa,AGO,Angola,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-227ea,fossil,0,0,0,0,0,2.53161E-05,0.000105705,0.000213767,0.000420325,0.000649896,0.001002898,0.001372408,0.00177353,0.002198759,0.00258731,0.002641461,0.002900053,0.003026139,0.003048206,0.003129471,0.003225295,0.003185468,0.003127832,0.003262564,0.00342661,0.003557056,0.003719682,0.003842697,0.004029001,0.004186316,0.004341861,0.004508249,0.004667998,0.004828558,0.004988713
Non-Annex_I,Southern_Africa,AGO,Angola,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-245fa,fossil,0,0,0,0,0,0,0,0,0,0,0,0,1.41453E-05,0.001616215,0.001477086,0.001567048,0.003151624,0.004415233,0.006588212,0.008322073,0.009580967,0.0100987,0.010616258,0.010343455,0.011005486,0.012011625,0.012409238,0.013674838,0.014462616,0.015279613,0.016236405,0.01709026,0.017966142,0.018861651,0.019747347
Non-Annex_I,Southern_Africa,AGO,Angola,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-32,fossil,0,0,0,0,0,0,0,0,0,0.00043782,0.000875641,0.001313382,0.001751091,0.002188781,0.002626451,0.002893264,0.002305855,0.002342116,0.002378376,0.002414636,0.00496549,0.003848725,0.002872018,0.002796487,0.003729298,0.004726364,0.004726364,0.004726364,0.004726364,0.004726364,0.004726364,0.004726364,0.004726364,0.004726364,0.004726364
Non-Annex_I,Southern_Africa,AGO,Angola,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-365mfc,fossil,0,0,0,0,0,0,0,0,0,6.07821E-05,0.000121564,0.000182346,0.000243128,0.00030391,0.000344514,0.000388362,0.00097567,0.001490322,0.002307121,0.00307787,0.003630104,0.00381253,0.004172262,0.004386687,0.004463425,0.004374196,0.004505924,0.004751612,0.00514579,0.005402988,0.005702009,0.006018808,0.006309815,0.00661209,0.006908731
Non-Annex_I,Central Europe,ALB,Albania,2.G,Other Product Manufacture and Use,HCFC-141b,fossil,1.28495E-06,2.01109E-05,0.000192497,0.000832439,0.00191128,0.00328777,0.00417318,0.00316614,0.00423339,0.00518387,0.00596197,0.00751535,0.00873116,0.00949869,0.0107245,0.0122816,0.0103379,0.00574079,0.00114367,0.00114367,0.00114367,0.00114367,0.00114367,0.00114367,0.00114367,0.00114367,0.00114367,0.00114367,0.00114367,0.00114367,0.00114367,0.00114367,0.00114367,0.00114367,0.00114367
Non-Annex_I,Central Europe,ALB,Albania,2.G,Other Product Manufacture and Use,HCFC-142b,fossil,0.000455664,0.000603567,0.000786508,0.00112415,0.00152104,0.00194234,0.00218196,0.00164733,0.00193877,0.00232349,0.00263844,0.00298487,0.00273241,0.00311476,0.00381415,0.00451247,0.00385417,0.00388892,0.00392368,0.00394106,0.00394106,0.00394106,0.00394106,0.00394106,0.00394106,0.00394106,0.00394106,0.00394106,0.00394106,0.00394106,0.00394106,0.00394106,0.00394106,0.00394106,0.00394106
Non-Annex_I,Central Europe,ALB,Albania,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-125,fossil,0,0,0,0,0,0,0,0,1.98045E-05,0.000435178,0.001192018,0.002034883,0.002917109,0.003816833,0.004912013,0.006092559,0.006284885,0.006009283,0.006025897,0.006209385,0.005507273,0.005312956,0.005455848,0.005717837,0.005979826,0.006241816,0.006919816,0.007562967,0.00830802,0.008996755,0.009689068,0.010397768,0.01109435,0.011793549,0.012491439
Non-Annex_I,Central Europe,ALB,Albania,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-134a,fossil,3.23336E-05,0.000130383,0.000173486,0.000216272,0.000733493,0.001250715,0.001767937,0.002285158,0.00280238,0.003319601,0.007590521,0.010469064,0.012704571,0.015251327,0.018152787,0.021604576,0.022060962,0.022517349,0.022973736,0.023430122,0.023886509,0.024342895,0.024799282,0.025255669,0.029349928,0.035007314,0.041090751,0.046303817,0.052951063,0.058932313,0.0648795,0.071071394,0.077111505,0.083171235,0.089221156
Non-Annex_I,Central Europe,ALB,Albania,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-143a,fossil,0,0,0,2.40496E-05,6.04654E-05,0.000140485,0.000297255,0.00046522,0.000703091,0.000991726,0.001310433,0.001602444,0.001935778,0.002301215,0.002604321,0.003195829,0.00351174,0.003700463,0.003935275,0.004001953,0.003935177,0.004068739,0.0042023,0.004335861,0.004469422,0.004602983,0.005372054,0.006275494,0.007386826,0.008314774,0.00929568,0.010302409,0.01127427,0.012260769,0.013239949
Non-Annex_I,Central Europe,ALB,Albania,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-152a,fossil,7.32001E-06,0.000802485,0.001577907,0.002310946,0.00318643,0.00405254,0.004916448,0.005716449,0.006620735,0.007452222,0.008004684,0.007545927,0.008049006,0.008517355,0.008440691,0.007659831,0.009087695,0.010515558,0.011943422,0.013371286,0.014517725,0.014781685,0.014208113,0.014629649,0.014764916,0.014699397,0.014669393,0.015672761,0.016387839,0.016950653,0.017711073,0.01839051,0.019058067,0.019760539,0.020445553
Non-Annex_I,Central Europe,ALB,Albania,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-227ea,fossil,0,0,0,0,0,9.41444E-06,3.93091E-05,7.94948E-05,0.000156308,0.00024168,0.000372953,0.000510364,0.000659532,0.000817663,0.000962156,0.000982293,0.001078457,0.001125345,0.001133552,0.001163772,0.001199407,0.001184596,0.001163163,0.001213266,0.001274271,0.00132278,0.001383257,0.001429003,0.001498285,0.001556787,0.00161463,0.001676506,0.001735912,0.001795621,0.001855179
Non-Annex_I,Central Europe,ALB,Albania,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-245fa,fossil,0,0,0,0,0,0,0,0,0,0,0,0,5.26027E-06,0.00060103,0.000549291,0.000582746,0.00117201,0.001641915,0.002449991,0.003094771,0.003562922,0.003755454,0.003947921,0.003846472,0.004092665,0.004466823,0.004614686,0.00508533,0.005378285,0.005682106,0.006037912,0.00635544,0.006681158,0.007014175,0.007343543
Non-Annex_I,Central Europe,ALB,Albania,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-32,fossil,0,0,0,0,0,0,0,0,0,0.000162814,0.000325629,0.000488414,0.000651187,0.000813953,0.000976712,0.001075933,0.00085749,0.000870974,0.000884459,0.000897943,0.001846541,0.001431244,0.001068032,0.001039943,0.001386833,0.001757617,0.001757617,0.001757617,0.001757617,0.001757617,0.001757617,0.001757617,0.001757617,0.001757617,0.001757617
Non-Annex_I,Central Europe,ALB,Albania,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-365mfc,fossil,0,0,0,0,0,0,0,0,0,2.26033E-05,4.52067E-05,0.00006781,9.04133E-05,0.000113017,0.000128116,0.000144422,0.000362827,0.000554214,0.000857961,0.001144583,0.001349945,0.001417785,0.00155156,0.001631299,0.001659836,0.001626654,0.00167564,0.001767006,0.001913591,0.002009237,0.002120436,0.002238245,0.002346464,0.002458873,0.002569186
Non-Annex_I,Middle_East,ARE,United Arab Emirates,2.C,Metal Industry,C2F6,fossil,0.0038346,0.00525866,0.0053812,0.0053152,0.0054164,0.0022266,0.0023265,0.0034128,0.00386648,0.0039663,0.004824,0.003752,0.003766,0.00392,0.00873489,0.00941935,0.00789341,0.00622684,0.00356689,0.0040392,0.0056,0.007,0.005442,0.005535,0.004592,0.007191,0.004942,0.0052,0.00528,0.005408663,0.004425625,0.004552907,0.004683849,0.004442245,0.004386914
Non-Annex_I,Middle_East,ARE,United Arab Emirates,2.C,Metal Industry,CF4,fossil,0.033117,0.0454157,0.046474,0.045904,0.046778,0.017318,0.018095,0.026544,0.0309318,0.030849,0.03752,0.03216,0.03228,0.0336,0.0335958,0.021737,0.0315736,0.0622684,0.0356689,0.030294,0.042,0.05425,0.047164,0.042435,0.048216,0.059925,0.051891,0.0546,0.05544,0.056790956,0.046469063,0.047805522,0.049180418,0.046643571,0.046062596
Non-Annex_I,Middle_East,ARE,United Arab Emirates,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-125,fossil,0,0,0,0,0,0,0,0,0.001854137,0.040742204,0.111598888,0.190509552,0.273105107,0.357338921,0.45987174,0.570396659,0.588402525,0.562600217,0.564155658,0.581334079,0.515601087,0.497408755,0.510786547,0.535314476,0.559842406,0.584370336,0.647845962,0.708058908,0.777812177,0.842292791,0.9071084,0.973458231,1.038673582,1.104133846,1.169471654
Non-Annex_I,Middle_East,ARE,United Arab Emirates,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-134a,fossil,0.003027135,0.012206711,0.016242106,0.020247761,0.068671005,0.117094249,0.165517494,0.213940738,0.262363982,0.310787226,0.710638624,0.980133132,1.189425402,1.427857442,1.699497496,2.022660312,2.065388072,2.108115832,2.150843593,2.193571353,2.236299114,2.279026874,2.321754635,2.364482395,2.747794523,3.277449416,3.846992094,4.335048979,4.957376389,5.517352047,6.074138698,6.65383527,7.219321564,7.786644737,8.35304947
Non-Annex_I,Middle_East,ARE,United Arab Emirates,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-143a,fossil,0,0,0,0.002251568,0.005660886,0.013152439,0.027829535,0.043554718,0.065824651,0.092847225,0.122685132,0.150023742,0.181231073,0.215444014,0.243821311,0.299199416,0.328775551,0.346444213,0.368427754,0.374670227,0.368418592,0.380922829,0.393427065,0.405931302,0.418435539,0.430939775,0.502941669,0.587523367,0.691568306,0.778444483,0.870278754,0.96453055,1.055517965,1.147875792,1.239548413
Non-Annex_I,Middle_East,ARE,United Arab Emirates,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-152a,fossil,0.000685313,0.075130144,0.147726586,0.216355022,0.298319465,0.379406276,0.460286994,0.53518453,0.619845488,0.697690805,0.749413337,0.706463671,0.753562823,0.797410497,0.790233109,0.717127539,0.850806777,0.984486014,1.118165252,1.25184449,1.359176267,1.383888668,1.330189816,1.369654832,1.382318756,1.37618472,1.373375689,1.467312886,1.534259759,1.586951439,1.658143355,1.721753512,1.784251429,1.850018093,1.914150383
Non-Annex_I,Middle_East,ARE,United Arab Emirates,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-227ea,fossil,0,0,0,0,0,0.000881397,0.003680192,0.007442447,0.014633869,0.022626539,0.034916507,0.047781239,0.061746565,0.076551156,0.090078831,0.091964103,0.100967162,0.105356913,0.10612519,0.108954499,0.112290656,0.110904048,0.108897424,0.113588221,0.119299565,0.123841115,0.129503064,0.133785903,0.140272199,0.145749227,0.151164615,0.156957519,0.162519292,0.168109313,0.173685211
Non-Annex_I,Middle_East,ARE,United Arab Emirates,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-245fa,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0.000492476,0.056269533,0.051425664,0.054557763,0.109725768,0.153719091,0.229372719,0.28973816,0.333567365,0.35159254,0.36961166,0.360113859,0.383162875,0.418192226,0.432035393,0.476098038,0.503525013,0.531969275,0.565280569,0.59500808,0.625502436,0.656680156,0.687516194
Non-Annex_I,Middle_East,ARE,United Arab Emirates,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-32,fossil,0,0,0,0,0,0,0,0,0,0.01524299,0.03048598,0.045726223,0.06096532,0.076203776,0.091441542,0.1007308,0.080279794,0.081542218,0.082804642,0.084067065,0.172876622,0.13399575,0.099991117,0.097361432,0.129837824,0.164551315,0.164551315,0.164551315,0.164551315,0.164551315,0.164551315,0.164551315,0.164551315,0.164551315,0.164551315
Non-Annex_I,Middle_East,ARE,United Arab Emirates,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-365mfc,fossil,0,0,0,0,0,0,0,0,0,0.002116165,0.004232331,0.006348496,0.008464662,0.010580827,0.011994457,0.013521067,0.033968565,0.051886496,0.080323867,0.107157956,0.126384351,0.132735608,0.145259921,0.152725263,0.155396943,0.152290358,0.15687656,0.165430332,0.179153905,0.188108421,0.198519041,0.209548611,0.219680179,0.230204098,0.240531842
Non-Annex_I,Middle_East,ARE,United Arab Emirates,2.G,Other Product Manufacture and Use,SF6,fossil,0.01908,0.02091,0.02201,0.02084,0.01961,0.01799,0.02021,0.0212,0.0215,0.02455,0.02762,0.02877,0.02987,0.03085,0.03212,0.03331,0.03545,0.03742,0.03939,0.04141,0.04344,0.04545,0.04745,0.04946,0.05147,0.05347,0.05548,0.05749,0.05949,0.061496667,0.063503333,0.065574331,0.067712869,0.069784937,0.07189024
Non-Annex_I,Rest South America,ARG,Argentina,2.C,Metal Industry,C2F6,fossil,0.061275,0.0615273,0.003366,0.00375305,0.00381416,0.00166911,0.00167341,0.00168441,0.0037331,0.00185756,0.00235641,0.00170137,0.00160163,0.00190352,0.00353755,0.00351929,0.002778,0.00204921,0.00157192,0.00164796,0.00166604,0.0016812,0.00123808,0.00130427,0.000885438,0.00129116,0.000849992,0.000866782,0.000875542,0.000787807,0.000619286,0.000602992,0.000587126,0.000520232,0.000478853
Non-Annex_I,Rest South America,ARG,Argentina,2.G,Other Product Manufacture and Use,C2F6,fossil,0.0000015,0.0000015,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.0000025,0.0000025,0.0000025,0.0000025,0.0000025,0.0000025,0.000003,2.83335E-06,2.90475E-06,2.9762E-06,2.9762E-06,2.9762E-06,2.9762E-06,2.9762E-06,2.9762E-06,2.9762E-06,2.9762E-06,2.9762E-06,2.9762E-06,2.9762E-06,2.9762E-06,2.9762E-06,2.9762E-06,2.9762E-06,2.9762E-06,2.9762E-06
Non-Annex_I,Rest South America,ARG,Argentina,2.G,Other Product Manufacture and Use,C3F8,fossil,0.000002,0.000002,0.000002,0.0000025,0.0000025,0.0000025,0.0000025,0.0000025,0.000003,0.000003,0.000003,0.000003,0.000003,0.0000035,0.0000035,0.0000035,0.0000037,3.82855E-06,3.95715E-06,3.95715E-06,3.95715E-06,3.95715E-06,3.95715E-06,3.95715E-06,3.95715E-06,3.95715E-06,3.95715E-06,3.95715E-06,3.95715E-06,3.95715E-06,3.95715E-06,3.95715E-06,3.95715E-06,3.95715E-06,3.95715E-06
Non-Annex_I,Rest South America,ARG,Argentina,2.G,Other Product Manufacture and Use,C4F10,fossil,0.0000045,0.0000045,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.0000055,0.0000055,0.0000055,0.0000055,0.0000055,0.0000055,0.0000055,0.000006,5.8335E-06,0.000005905,0.000005976,0.000005976,0.000005976,0.000005976,0.000005976,0.000005976,0.000005976,0.000005976,0.000005976,0.000005976,0.000005976,0.000005976,0.000005976,0.000005976,0.000005976,0.000005976,0.000005976
Non-Annex_I,Rest South America,ARG,Argentina,2.C,Metal Industry,CF4,fossil,0.243444,0.244446,0.02907,0.0324127,0.0329405,0.012982,0.0130154,0.013101,0.0298648,0.0144476,0.0183276,0.0145832,0.0137282,0.0163159,0.013606,0.00812145,0.011112,0.0204921,0.0157192,0.0123597,0.0124953,0.0130293,0.01073,0.00999943,0.0092971,0.0107597,0.00892492,0.00910121,0.00919319,0.008271973,0.006502501,0.00633141,0.00616482,0.005462436,0.005027949
Non-Annex_I,Rest South America,ARG,Argentina,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-125,fossil,0,0,0,0,0,0,0,0,0.001333561,0.029303229,0.080265855,0.137021187,0.196426822,0.257010751,0.330755969,0.410249387,0.423199842,0.404641912,0.40576064,0.418115966,0.37083848,0.357753914,0.367375693,0.385017045,0.402658397,0.420299749,0.465953657,0.509260931,0.559429941,0.605806672,0.652424343,0.700145481,0.747050661,0.79413199,0.841125245
Non-Annex_I,Rest South America,ARG,Argentina,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-134a,fossil,0.002177222,0.008779497,0.011681895,0.014562904,0.049390608,0.084218313,0.119046017,0.153873721,0.188701426,0.22352913,0.511116353,0.704946305,0.855476685,1.026965415,1.222338518,1.454768609,1.485499921,1.516231233,1.546962545,1.577693856,1.608425168,1.63915648,1.669887792,1.700619104,1.9763107,2.357257173,2.766892348,3.117920067,3.565519882,3.968274118,4.368734708,4.785672922,5.192390602,5.60042943,6.007807684
Non-Annex_I,Rest South America,ARG,Argentina,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-143a,fossil,0,0,0,0.001619407,0.004071509,0.009459698,0.020015983,0.031326089,0.04734341,0.066778998,0.088239472,0.107902365,0.130347777,0.154954931,0.175364883,0.215194769,0.236466968,0.249174893,0.264986231,0.269476037,0.264979641,0.273973129,0.282966616,0.291960104,0.300953592,0.30994708,0.361733381,0.42256752,0.497400308,0.559884717,0.625935163,0.693724377,0.759165733,0.825592739,0.89152692
Non-Annex_I,Rest South America,ARG,Argentina,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-152a,fossil,0.000492901,0.054036248,0.106250169,0.15561016,0.214561877,0.272882371,0.331054634,0.384923583,0.445814729,0.501803826,0.539004494,0.50811358,0.541988951,0.573525744,0.568363514,0.51578341,0.611930231,0.708077052,0.804223873,0.900370694,0.977567492,0.995341522,0.956719414,0.985104045,0.994212386,0.989800571,0.987780217,1.055343161,1.103493713,1.141391427,1.192595164,1.238345831,1.283296537,1.330598241,1.376724445
Non-Annex_I,Rest South America,ARG,Argentina,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-227ea,fossil,0,0,0,0,0,0.000633932,0.002646924,0.005352871,0.010525195,0.016273804,0.025113183,0.034365951,0.044410307,0.05505829,0.064787871,0.066143825,0.072619143,0.075776406,0.076328979,0.078363917,0.080763399,0.079766101,0.078322867,0.081696653,0.085804454,0.089070896,0.093143169,0.096223538,0.100888711,0.104827983,0.108722921,0.112889381,0.116889605,0.120910146,0.124920528
Non-Annex_I,Rest South America,ARG,Argentina,2.B,Chemical Industry,HFC-23,fossil,0,0,0,0.0054,0.0063,0,0,0,0,0,0.0034,0.0032,0.0175,0.0318,0.0461,0.0603,0.0746,0,0,0,0,0,0,0.0293,0.0686,0.0734,0.0734,0.0734,0.0734,0.0734,0.0734,0.0734,0.0734,0.0734,0.0734
Non-Annex_I,Rest South America,ARG,Argentina,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-245fa,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0.000354206,0.040471032,0.036987151,0.039239867,0.078918641,0.11056019,0.164972946,0.2083899,0.23991341,0.252877751,0.265837737,0.259006584,0.275584249,0.300778593,0.310735087,0.342426495,0.362152942,0.382611058,0.406569715,0.427950789,0.449883405,0.47230752,0.494485886
Non-Annex_I,Rest South America,ARG,Argentina,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-32,fossil,0,0,0,0,0,0,0,0,0,0.010963296,0.021926592,0.032887912,0.043848408,0.054808442,0.065767981,0.072449143,0.057740059,0.058648038,0.059556018,0.060463997,0.124338962,0.096374468,0.071917137,0.070025774,0.093383941,0.118351108,0.118351108,0.118351108,0.118351108,0.118351108,0.118351108,0.118351108,0.118351108,0.118351108,0.118351108
Non-Annex_I,Rest South America,ARG,Argentina,2.F,Product Uses as Substitutes for Ozone Depleting Substances,HFC-365mfc,fossil,0,0,0,0,0,0,0,0,0,0.001522021,0.003044042,0.004566062,0.006088083,0.007610104,0.008626836,0.009724828,0.02443139,0.037318597,0.057771757,0.07707178,0.090900081,0.095468129,0.104476057,0.109845394,0.111766961,0.109532595,0.112831153,0.118983327,0.128853805,0.135294208,0.142781893,0.150714749,0.15800173,0.165570904,0.172998982
Non-Annex_I,Rest South America,ARG,Argentina,2.G,Other Product Manufacture and Use,SF6,fossil,6.01255E-05,6.01255E-05,6.01255E-05,6.01255E-05,5.80335E-05,0.000559289,0.001060544,0.001561799,0.001747573,0.001933347,0.002119121,0.001927364,0.001725607,0.001523849,0.001322092,0.001120335,0.000918577,0.00071682,0.000515063,0.000313305,0.000111548,0.000975774,0.00184,0.00190506,0.00198012,0.002045181,0.002110241,0.002171168,0.002232095,0.0022944,0.002356704,0.002419795,0.002484611,0.002548014,0.002612124
