Flow,Product,Region,Energy
f1_INDPROD,p1_HARDCOAL_ND,01_KOR,0.0
f1_INDPROD,p2_BROWNCOAL_ND,01_KOR,0.0
f1_INDPROD,p3_ANTHRACITE,01_KOR,461.459
f1_INDPROD,p4_COKING_COAL,01_KOR,0.0
f1_INDPROD,p5_OTH_BITCOAL,01_KOR,0.0
f1_INDPROD,p6_SUB_BITCOAL,01_KOR,0.0
f1_INDPROD,p7_LIGNITE,01_KOR,0.0
f1_INDPROD,p8_PATENT_FUEL,01_KOR,0.0
f1_INDPROD,p9_COKE_OVEN_COKE_OTH,01_KOR,0.0
f1_INDPROD,p10_GAS_COKE,01_KOR,0.0
f1_INDPROD,p11_COAL_TAR,01_KOR,0.0
f1_INDPROD,p12_BKB,01_KOR,0.0
f1_INDPROD,p13_GASWORKS_GAS,01_KOR,0.0
f1_INDPROD,p14_COKE_OVEN_GAS,01_KOR,0.0
f1_INDPROD,p15_BLAST_FURNACE_GAS,01_KOR,0.0
f1_INDPROD,p16_OTH_RECOVGASES,01_KOR,0.0
f1_INDPROD,p17_PEAT,01_KOR,0.0
f1_INDPROD,p18_PEAT_PRODUCTS,01_KOR,0.0
f1_INDPROD,p19_OIL_SHALE,01_KOR,0.0
f1_INDPROD,p20_NATURAL_GAS,01_KOR,233.126
f1_INDPROD,p21_OIL_PRIM_PRODUCTS_ND,01_KOR,0.0
f1_INDPROD,p22_CRUDE_OIL,01_KOR,21.195
f1_INDPROD,p23_NGL,01_KOR,0.0
f1_INDPROD,p24_REFINERY_FEEDSTOCKS,01_KOR,0.0
f1_INDPROD,p25_ADDITIVES,01_KOR,779.617
f1_INDPROD,p26_HYDROCARBONS_OTHER,01_KOR,0.0
f1_INDPROD,p27_REFINERY_GAS,01_KOR,0.0
f1_INDPROD,p28_ETHANE,01_KOR,0.0
f1_INDPROD,p29_LPG,01_KOR,0.0
f1_INDPROD,p30_MOTOR_GASOLINE_NONBIO,01_KOR,0.0
f1_INDPROD,p31_AVIATION_GASOLINE,01_KOR,0.0
f1_INDPROD,p32_GASOLINE_JET,01_KOR,0.0
f1_INDPROD,p33_KEROSENE_JET_NONBIO,01_KOR,0.0
f1_INDPROD,p34_KEROSENE_OTHER,01_KOR,0.0
f1_INDPROD,p35_GAS_DIESEL_OIL_NONBIO,01_KOR,0.0
f1_INDPROD,p36_FUEL_OIL_RESIDUAL,01_KOR,0.0
f1_INDPROD,p37_NAPHTHA,01_KOR,0.0
f1_INDPROD,p38_WHITE_SPIRIT,01_KOR,0.0
f1_INDPROD,p39_LUBRICANTS,01_KOR,0.0
f1_INDPROD,p40_BITUMEN,01_KOR,0.0
f1_INDPROD,p41_PARAFFIN_WAXES,01_KOR,0.0
f1_INDPROD,p42_PETROLEUM_COKE,01_KOR,0.0
f1_INDPROD,p43_OTH_SEC_OIL_PRODS_ND,01_KOR,0.0
f1_INDPROD,p44_WASTE_INDUSTRIAL_NONREN,01_KOR,2440.802
f1_INDPROD,p45_WASTE_MUNICIPAL_REN,01_KOR,355.081
f1_INDPROD,p46_WASTE_MUNICIPAL_NONREN,01_KOR,530.804
f1_INDPROD,p47_PRIMARY_SOLID_BIOFUEL,01_KOR,2005.37
f1_INDPROD,p48_BIOGASES,01_KOR,193.66
f1_INDPROD,p49_BIOGASOLINE,01_KOR,0.0
f1_INDPROD,p50_BIODIESEL,01_KOR,641.329
f1_INDPROD,p51_KEROSENE_JET_BIO,01_KOR,0.0
f1_INDPROD,p52_LIQBIOFUEL_OTH,01_KOR,0.0
f1_INDPROD,p53_BIOFUEL_NONSPEC,01_KOR,0.0
f1_INDPROD,p54_CHARCOAL,01_KOR,0.0
f1_INDPROD,p55_RENEWABLES_TOTAL,01_KOR,5504.961
f1_INDPROD,p56_MANUFACTURED_GAS_OUTPUT,01_KOR,0.0
f1_INDPROD,p57_HEAT_COMBUSTIBLES_NS,01_KOR,0.0
f1_INDPROD,p58_NUCLEAR,01_KOR,38018.101
f1_INDPROD,p59_HYDRO,01_KOR,239.989
f1_INDPROD,p60_GEOTHERMAL,01_KOR,224.722
f1_INDPROD,p61_SOLAR_PV,01_KOR,1117.456
f1_INDPROD,p62_SOLAR_THERMAL,01_KOR,44.138
f1_INDPROD,p63_TIDE_WAVE_OCEAN,01_KOR,0.0
f1_INDPROD,p64_WIND,01_KOR,230.518
f1_INDPROD,p65_OTH_ENSOURC,01_KOR,196.489
f1_INDPROD,p66_ELECTRICITY,01_KOR,0.0
f1_INDPROD,p67_HEAT,01_KOR,51.819
f2_IMPORTS,p1_HARDCOAL_ND,01_KOR,0.0
f2_IMPORTS,p2_BROWNCOAL_ND,01_KOR,0.0
f2_IMPORTS,p3_ANTHRACITE,01_KOR,3123.291
f2_IMPORTS,p4_COKING_COAL,01_KOR,14190.982
f2_IMPORTS,p5_OTH_BITCOAL,01_KOR,58631.914
f2_IMPORTS,p6_SUB_BITCOAL,01_KOR,860.051
f2_IMPORTS,p7_LIGNITE,01_KOR,0.0
f2_IMPORTS,p8_PATENT_FUEL,01_KOR,1.998
f2_IMPORTS,p9_COKE_OVEN_COKE_OTH,01_KOR,204.864
f2_IMPORTS,p10_GAS_COKE,01_KOR,0.0
f2_IMPORTS,p11_COAL_TAR,01_KOR,0.0
f2_IMPORTS,p12_BKB,01_KOR,0.0
f2_IMPORTS,p13_GASWORKS_GAS,01_KOR,0.0
f2_IMPORTS,p14_COKE_OVEN_GAS,01_KOR,0.0
f2_IMPORTS,p15_BLAST_FURNACE_GAS,01_KOR,0.0
f2_IMPORTS,p16_OTH_RECOVGASES,01_KOR,0.0
f2_IMPORTS,p17_PEAT,01_KOR,0.0
f2_IMPORTS,p18_PEAT_PRODUCTS,01_KOR,0.0
f2_IMPORTS,p19_OIL_SHALE,01_KOR,0.0
f2_IMPORTS,p20_NATURAL_GAS,01_KOR,47895.563
f2_IMPORTS,p21_OIL_PRIM_PRODUCTS_ND,01_KOR,0.0
f2_IMPORTS,p22_CRUDE_OIL,01_KOR,145711.556
f2_IMPORTS,p23_NGL,01_KOR,0.0
f2_IMPORTS,p24_REFINERY_FEEDSTOCKS,01_KOR,562.052
f2_IMPORTS,p25_ADDITIVES,01_KOR,50.193
f2_IMPORTS,p26_HYDROCARBONS_OTHER,01_KOR,0.0
f2_IMPORTS,p27_REFINERY_GAS,01_KOR,0.0
f2_IMPORTS,p28_ETHANE,01_KOR,0.0
f2_IMPORTS,p29_LPG,01_KOR,8968.776
f2_IMPORTS,p30_MOTOR_GASOLINE_NONBIO,01_KOR,16.274
f2_IMPORTS,p31_AVIATION_GASOLINE,01_KOR,0.396
f2_IMPORTS,p32_GASOLINE_JET,01_KOR,0.0
f2_IMPORTS,p33_KEROSENE_JET_NONBIO,01_KOR,0.0
f2_IMPORTS,p34_KEROSENE_OTHER,01_KOR,4.674
f2_IMPORTS,p35_GAS_DIESEL_OIL_NONBIO,01_KOR,239.19
f2_IMPORTS,p36_FUEL_OIL_RESIDUAL,01_KOR,4836.475
f2_IMPORTS,p37_NAPHTHA,01_KOR,27459.925
f2_IMPORTS,p38_WHITE_SPIRIT,01_KOR,0.393
f2_IMPORTS,p39_LUBRICANTS,01_KOR,4.428
f2_IMPORTS,p40_BITUMEN,01_KOR,0.0
f2_IMPORTS,p41_PARAFFIN_WAXES,01_KOR,0.0
f2_IMPORTS,p42_PETROLEUM_COKE,01_KOR,0.0
f2_IMPORTS,p43_OTH_SEC_OIL_PRODS_ND,01_KOR,4.44
f2_IMPORTS,p44_WASTE_INDUSTRIAL_NONREN,01_KOR,0.0
f2_IMPORTS,p45_WASTE_MUNICIPAL_REN,01_KOR,0.0
f2_IMPORTS,p46_WASTE_MUNICIPAL_NONREN,01_KOR,0.0
f2_IMPORTS,p47_PRIMARY_SOLID_BIOFUEL,01_KOR,0.0
f2_IMPORTS,p48_BIOGASES,01_KOR,0.0
f2_IMPORTS,p49_BIOGASOLINE,01_KOR,0.0
f2_IMPORTS,p50_BIODIESEL,01_KOR,0.0
f2_IMPORTS,p51_KEROSENE_JET_BIO,01_KOR,0.0
f2_IMPORTS,p52_LIQBIOFUEL_OTH,01_KOR,0.0
f2_IMPORTS,p53_BIOFUEL_NONSPEC,01_KOR,0.0
f2_IMPORTS,p54_CHARCOAL,01_KOR,0.0
f2_IMPORTS,p55_RENEWABLES_TOTAL,01_KOR,0.0
f2_IMPORTS,p56_MANUFACTURED_GAS_OUTPUT,01_KOR,0.0
f2_IMPORTS,p57_HEAT_COMBUSTIBLES_NS,01_KOR,0.0
f2_IMPORTS,p58_NUCLEAR,01_KOR,0.0
f2_IMPORTS,p59_HYDRO,01_KOR,0.0
f2_IMPORTS,p60_GEOTHERMAL,01_KOR,0.0
f2_IMPORTS,p61_SOLAR_PV,01_KOR,0.0
f2_IMPORTS,p62_SOLAR_THERMAL,01_KOR,0.0
f2_IMPORTS,p63_TIDE_WAVE_OCEAN,01_KOR,0.0
f2_IMPORTS,p64_WIND,01_KOR,0.0
f2_IMPORTS,p65_OTH_ENSOURC,01_KOR,0.0
f2_IMPORTS,p66_ELECTRICITY,01_KOR,0.0
f2_IMPORTS,p67_HEAT,01_KOR,0.0
f3_EXPORTS,p1_HARDCOAL_ND,01_KOR,0.0
f3_EXPORTS,p2_BROWNCOAL_ND,01_KOR,0.0
f3_EXPORTS,p3_ANTHRACITE,01_KOR,0.0
f3_EXPORTS,p4_COKING_COAL,01_KOR,0.0
f3_EXPORTS,p5_OTH_BITCOAL,01_KOR,0.0
f3_EXPORTS,p6_SUB_BITCOAL,01_KOR,0.0
f3_EXPORTS,p7_LIGNITE,01_KOR,0.0
f3_EXPORTS,p8_PATENT_FUEL,01_KOR,0.0
f3_EXPORTS,p9_COKE_OVEN_COKE_OTH,01_KOR,0.0
f3_EXPORTS,p10_GAS_COKE,01_KOR,0.0
f3_EXPORTS,p11_COAL_TAR,01_KOR,0.0
f3_EXPORTS,p12_BKB,01_KOR,0.0
f3_EXPORTS,p13_GASWORKS_GAS,01_KOR,0.0
f3_EXPORTS,p14_COKE_OVEN_GAS,01_KOR,0.0
f3_EXPORTS,p15_BLAST_FURNACE_GAS,01_KOR,0.0
f3_EXPORTS,p16_OTH_RECOVGASES,01_KOR,0.0
f3_EXPORTS,p17_PEAT,01_KOR,0.0
f3_EXPORTS,p18_PEAT_PRODUCTS,01_KOR,0.0
f3_EXPORTS,p19_OIL_SHALE,01_KOR,0.0
f3_EXPORTS,p20_NATURAL_GAS,01_KOR,0.0
f3_EXPORTS,p21_OIL_PRIM_PRODUCTS_ND,01_KOR,0.0
f3_EXPORTS,p22_CRUDE_OIL,01_KOR,0.0
f3_EXPORTS,p23_NGL,01_KOR,0.0
f3_EXPORTS,p24_REFINERY_FEEDSTOCKS,01_KOR,-52.787
f3_EXPORTS,p25_ADDITIVES,01_KOR,-59.309
f3_EXPORTS,p26_HYDROCARBONS_OTHER,01_KOR,0.0
f3_EXPORTS,p27_REFINERY_GAS,01_KOR,0.0
f3_EXPORTS,p28_ETHANE,01_KOR,0.0
f3_EXPORTS,p29_LPG,01_KOR,-543.071
f3_EXPORTS,p30_MOTOR_GASOLINE_NONBIO,01_KOR,-10956.289
f3_EXPORTS,p31_AVIATION_GASOLINE,01_KOR,-22.52
f3_EXPORTS,p32_GASOLINE_JET,01_KOR,0.0
f3_EXPORTS,p33_KEROSENE_JET_NONBIO,01_KOR,-15368.278
f3_EXPORTS,p34_KEROSENE_OTHER,01_KOR,-552.24
f3_EXPORTS,p35_GAS_DIESEL_OIL_NONBIO,01_KOR,-26659.485
f3_EXPORTS,p36_FUEL_OIL_RESIDUAL,01_KOR,-2695.012
f3_EXPORTS,p37_NAPHTHA,01_KOR,-5751.755
f3_EXPORTS,p38_WHITE_SPIRIT,01_KOR,-161.773
f3_EXPORTS,p39_LUBRICANTS,01_KOR,-2038.386
f3_EXPORTS,p40_BITUMEN,01_KOR,-3115.296
f3_EXPORTS,p41_PARAFFIN_WAXES,01_KOR,0.0
f3_EXPORTS,p42_PETROLEUM_COKE,01_KOR,0.0
f3_EXPORTS,p43_OTH_SEC_OIL_PRODS_ND,01_KOR,-1348.976
f3_EXPORTS,p44_WASTE_INDUSTRIAL_NONREN,01_KOR,0.0
f3_EXPORTS,p45_WASTE_MUNICIPAL_REN,01_KOR,0.0
f3_EXPORTS,p46_WASTE_MUNICIPAL_NONREN,01_KOR,0.0
f3_EXPORTS,p47_PRIMARY_SOLID_BIOFUEL,01_KOR,0.0
f3_EXPORTS,p48_BIOGASES,01_KOR,0.0
f3_EXPORTS,p49_BIOGASOLINE,01_KOR,0.0
f3_EXPORTS,p50_BIODIESEL,01_KOR,0.0
f3_EXPORTS,p51_KEROSENE_JET_BIO,01_KOR,0.0
f3_EXPORTS,p52_LIQBIOFUEL_OTH,01_KOR,0.0
f3_EXPORTS,p53_BIOFUEL_NONSPEC,01_KOR,0.0
f3_EXPORTS,p54_CHARCOAL,01_KOR,0.0
f3_EXPORTS,p55_RENEWABLES_TOTAL,01_KOR,0.0
f3_EXPORTS,p56_MANUFACTURED_GAS_OUTPUT,01_KOR,0.0
f3_EXPORTS,p57_HEAT_COMBUSTIBLES_NS,01_KOR,0.0
f3_EXPORTS,p58_NUCLEAR,01_KOR,0.0
f3_EXPORTS,p59_HYDRO,01_KOR,0.0
f3_EXPORTS,p60_GEOTHERMAL,01_KOR,0.0
f3_EXPORTS,p61_SOLAR_PV,01_KOR,0.0
f3_EXPORTS,p62_SOLAR_THERMAL,01_KOR,0.0
f3_EXPORTS,p63_TIDE_WAVE_OCEAN,01_KOR,0.0
f3_EXPORTS,p64_WIND,01_KOR,0.0
f3_EXPORTS,p65_OTH_ENSOURC,01_KOR,0.0
f3_EXPORTS,p66_ELECTRICITY,01_KOR,0.0
f3_EXPORTS,p67_HEAT,01_KOR,0.0
f4_BUNKERS_MARINE,p1_HARDCOAL_ND,01_KOR,0.0
