Region,Gas_Type,ipcc_code_2006_for_standard_report,ipcc_code_2006_for_standard_report_name,Substance,Y_1970,Y_1971,Y_1972,Y_1973,Y_1974,Y_1975,Y_1976,Y_1977,Y_1978,Y_1979,Y_1980,Y_1981,Y_1982,Y_1983,Y_1984,Y_1985,Y_1986,Y_1987,Y_1988,Y_1989,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018,Y_2019,Y_2020,Y_2021,Y_2022,Y_2023,Y_2024
02_CHN,CO2,1.A.1.bc,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,CO2,5710.725396,5710.725396,6900.522201,8688.155102,10917.62637,15070.3314,16768.13951,18852.10155,29515.96096,30586.6635,47066.20992,42142.62647,42148.00671,42079.8177,44566.95916,54434.38026,56937.90721,60156.10613,69159.74392,97955.69408,85282.18395,89264.95778,96269.34022,106028.2083,115438.0496,126203.6857,121211.9058,137992.2634,149097.1596,136146.2051,146631.9189,152783.27712272998,152577.3686,180920.3207,170124.6948,177510.1502,210493.2416,238394.7062,243826.3833,308482.4761,350014.7743,362688.2417,367770.2938,388856.9664,293478.8333,322278.2221,282696.9645,324676.1753,304758.1686,347640.73687140003,304009.9885,306165.2296,370015.7659,382767.1093,383198.1044
02_CHN,CO2,1.A.2,Manufacturing Industries and Construction,CO2,382841.26112599997,382841.26112599997,404629.730905,414253.459555,429025.996247,497585.847304,527636.569597,600763.413299,654437.547444,639953.368846,603252.702668,583446.447979,614834.307363,648212.408624,714208.095372,659817.498962,689159.008521,735552.933217,774884.8207490001,768481.472757,748245.8777889999,781048.160212,811568.696838,864562.683933,906731.117442,1073138.498463,971346.260287,963768.5377529999,1028251.765534,877373.112051,889394.8136329999,943015.202745,982387.85413,1121559.859598,1475729.029239,1908921.52519,2056460.5027170002,2243638.003756,2381556.370075,2573210.040566,2818519.797496,2978673.18008,3017543.053918,3039369.195519,3061864.656379,2972168.0171950003,2831770.751383,2662880.2194450004,2749981.844417,2763580.5151649998,2804717.4481264,2759453.3963331003,2710712.0110907997,2739786.9458192997,2793553.3346106
02_CHN,CO2,1.A.3.a,Civil Aviation,CO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0448429,207.2784213,312.5123073,417.7458929,522.9794713,628.2133572,733.4469357,838.6808216,943.9144,1049.147986,1717.434955,3061.782581,3897.374645,3854.207486,4338.296098,5719.643844,7267.493519,9669.435762,9114.429967,12543.13285,12684.96782,12327.29733,16517.59172,17279.18293,20171.38022,19292.621,19314.20458,22826.15842,25144.8497,27732.004825699998,33815.4859057,33278.9803157,36701.83317725,41918.993869950005,46876.941137249996,53903.93217725,61023.424287249996,69234.7726389,75645.5188907,81646.50278615,81217.87410044999,86605.25981575,43920.49242265,88179.03718749,95370.60528809
02_CHN,CO2,1.A.3.b_noRES,Road Transportation no resuspension,CO2,14691.0089345,14691.0089345,17045.780298,19831.5657467,23683.5929597,25497.4299157,25792.3825596,27945.040775999998,30840.539191,34595.696515999996,33526.728982,32276.218885000002,33977.793508,37583.019948,40932.706527,41804.463038,45415.654907,49085.642992999994,54664.022337999995,57165.832829,63113.990404,73673.408464,83579.044131,99160.996799,92898.015371,100496.702469,120634.568866,113619.344998,118876.58855,125430.78141,196324.31913000002,201363.27447,215727.078476,241425.522581,291116.74026500003,317740.750232,344902.378178,372024.41586400004,419090.535702,426817.215677,469661.87463000003,521742.007108,575149.598625,616816.556934,640128.6011709999,699697.203786,707558.6611380001,723729.995514,791596.129032,779100.042917,740749.273095,795068.169523,752818.5018930001,759902.748239,755805.559332
02_CHN,CO2,1.A.3.c,Railways,CO2,25382.71039,25382.71039,26769.47675,27159.37011,26875.68246,31960.53508,32420.15401,36904.85287,30817.28562,31388.39823,29201.75761,31103.69902,32022.74718,31915.34889,32789.35819,32141.14064,31387.07213,30055.5651,29629.23861,29451.32371,25974.79169,22437.44859,19328.6418,17221.16633,13937.14911,11530.71808,9811.89994,6721.544546,5063.783532,3547.601672,12752.65489,11851.77741,12354.11981,15001.44245,18236.67045,19540.42007,19382.19796,19375.86933,19739.77996,17755.67579,16847.48116,15679.80269,14597.56392,13439.37886,11822.34978,10005.96082,9803.436788,9575.70777,9569.904072,8456.157131,8568.2484527,8954.7639229,8897.4898544,8884.9239315,8812.3588917
02_CHN,CO2,1.A.3.d,Water-borne Navigation,CO2,458.8198196,458.8198196,628.8717689,673.7913815,574.3269071,635.288814,699.4595548,680.2084267,760.4214618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7835.35921417,6939.319977,10578.193492729999,12614.53108,12897.35962,16075.00404,37276.38598,22131.27423,18028.0939,29549.0853,37111.98305,37538.78488,38446.34461,45695.63631,44548.69029,44219.15146,53698.31576,56332.50422,44655.47164,47897.98545,50547.05065,52689.4468,60337.84526,69249.92261,71735.72988,65616.47651,67920.35698,76436.1588,74882.56712,76740.28156,73762.0194713,79892.5939584,78989.5708153,83161.4377044,69999.59916669999
02_CHN,CO2,1.A.3.e,Other Transportation,CO2,6213.383967,6213.383967,7175.304531,8285.120391,9090.249809,9266.300304,9617.714438,10279.71747,11485.34809,11701.67775,10527.37701,9999.007056,10870.71356,11897.92931,12721.37492,14599.20089,20147.17601,22193.23588,23700.52868,24956.6828,98.30410854,98.30410854,78.6129861,0.0,149.0477518,1060.087508,1920.815443,1170.842926,958.8254863,1579.05578,1169.226285,1263.922234,1379.067631,1484.122691,2305.630145,2634.411465,2932.355926,3393.90984,3777.087286,4013.571255,4470.01977,4911.085146,5659.887741,6177.65614,6359.811039,6523.996575,6771.755998,7182.026106,7196.596646,6617.401099,6572.735412,6884.094896,6802.401214,7111.419782,7121.425503
02_CHN,CO2,1.A.4,Residential and other sectors,CO2,205548.397098,205548.397098,217712.00424009998,223357.81234530002,224619.722713,260513.2058972,264704.769646,299091.67421,321257.593345,327994.2715159,304635.83977990004,312492.5703808,323353.296039,340240.3548214,365977.30362,404634.0328766,415380.4184224,432374.11189,462208.448869,457034.793848,473848.679899,474337.49508599995,446598.429861,458742.762577,432913.86865799996,465632.874562,377231.80286,456440.470646,411072.291394,421935.886828,323954.807055,331182.650678,342513.85801699996,375674.06128100003,428823.260175,450883.811071,473467.901472,484935.73752900003,466897.744993,477519.015017,506103.48760399997,534449.097946,554495.543021,581430.6455100001,593317.927818,625237.176412,636680.412833,646059.942083,600637.7412449999,563535.6659489999,558738.710949,545847.726041,530902.665235,530011.177175,541725.821196
02_CHN,CO2,1.A.5,Non-Specified,CO2,14320.91563,14320.91563,15101.98839,15321.82854,15160.4398,18024.88433,18284.80926,20813.52557,30894.70647,31469.65027,31092.47663,41478.21895,43753.33448,45021.48244,50241.55481,31540.39362,45628.93352,46718.58793,50335.17317,50853.07036,52434.71333,55053.15055,55048.25902,59691.41377,66726.92258,54114.87933,28362.17477,36735.13704,38841.41213,40651.68542,49237.05465,51896.49752,56929.32063,65945.57699,70044.74327,74439.14053,75223.8978,78035.60452,81362.32427,84529.88088,85766.42328,92171.40426,97090.41029,101927.5176,98480.47463,98432.62254,94707.26129,83825.04519,72081.99421,62496.3372,60975.64424,53233.20549,46088.10774,46170.75575,46749.02211
02_CHN,CO2,1.B.1,Solid Fuels,CO2,13251.15216,13243.34655,14485.10834,15681.62803,16328.31875,18085.55818,18799.56899,21165.17804,26344.03063,28001.05591,25608.58728,22112.30564,23847.22994,26108.60654,31704.2585,22697.77336,28365.36902,31058.51825,26284.93987,31801.22918,31791.83439,34015.73781,24994.49219,14563.44068,38621.02011,26283.4652,15689.94033,42568.1941,18282.74796,21304.78006,50523.37338,40671.11691,40917.10435,67247.12226,67062.56159,67922.91373,87742.93201,88205.15661,91221.45375,108836.9655,128317.5485,135816.1286,152317.9834,162476.7012,207566.3649,232131.5218,227953.4622,248842.0792,285474.0363,328367.9997,346989.8517,360470.6946,369821.4163,383976.0776,400648.5898
02_CHN,CO2,1.B.2,Oil and Natural Gas,CO2,1022.15530729,1022.15530729,1315.24501215,1620.01976131,2088.60345251,2433.79078575,2443.01915641,2789.89903985,3500.17790801,3934.2557704,3912.6017672,3650.152437,3362.0266965,3709.3518587000003,4537.8520935,12465.873727600001,12952.4568249,12069.095334900001,13692.3396735,12918.5009737,12772.234781030002,13077.3555873,13623.3813931,13016.7528219,13146.407855,10987.20263,13508.8085383,13648.4004579,12310.7548537,12766.6117416,12869.4358549,12743.3189246,12255.5611706,12360.328261300001,12145.9838878,13350.1354422,14735.3290129,14365.277904100001,14477.777531,15565.524411800001,14734.0601515,14317.2744762,13643.5885808,13645.5083175,11993.8160316,11246.1475704,9384.4172697,10090.236919500001,9347.9071142,9500.7471507,11423.3858798,11114.2584066,10107.6406757,10283.6185239,9792.2479727
02_CHN,CO2,2.A.1,Cement production,CO2,12957.62,15680.347160000001,17329.096070000003,17998.1027,17750.19022,21819.5461,21824.18747,25761.398110000002,29791.19431,33281.35818,35567.273440000004,36410.32862,41126.884229999996,46068.55377,51709.05638,60383.75097,67757.91459999999,74733.64742,83031.824,81802.17478,80464.10555,92308.03905,114103.89180000001,134135.23179999998,153532.54080000002,172121.2936,177860.4053,187075.3855,199587.25960000002,213859.1438,222331.47710000002,246027.9768,274750.9254,313624.4107,342152.8669,398007.09949999995,454827.2041,497853.8141,513392.087,558658.7647,618624.6419,677553.819,678549.0534999999,714802.8952,733295.7588,694244.6821999999,716347.5396,728413.9238412,751064.5966127,789277.187688,815456.9385325001,810592.9259325,730566.651288,692899.6031206,627974.9003726001
