scenario,Region_Group,Year,Final_Growth_Rate,Final_Growth_Rate_Pct
SSP2,03_JPN,2034,0.008408797701678683,0.8408797701678683
SSP2,03_JPN,2035,0.007909545516789018,0.7909545516789018
SSP2,03_JPN,2036,0.007336702294074904,0.7336702294074904
SSP2,03_JPN,2037,0.006963529326323048,0.6963529326323048
SSP2,03_JPN,2038,0.0067509094505657785,0.6750909450565779
SSP2,03_JPN,2039,0.006694314504748888,0.6694314504748888
SSP2,03_JPN,2040,0.006789573043617825,0.6789573043617825
SSP2,03_JPN,2041,0.006866804543467442,0.6866804543467442
SSP2,03_JPN,2042,0.006843392127136916,0.6843392127136916
SSP2,03_JPN,2043,0.00684437184741693,0.684437184741693
SSP2,03_JPN,2044,0.006869084299411465,0.6869084299411465
SSP2,03_JPN,2045,0.006916879956349042,0.6916879956349042
SSP2,03_JPN,2046,0.006966647610060717,0.6966647610060717
SSP2,03_JPN,2047,0.0070016636071883465,0.7001663607188346
SSP2,03_JPN,2048,0.00703423306443951,0.703423306443951
SSP2,03_JPN,2049,0.007064408347947637,0.7064408347947637
SSP2,03_JPN,2050,0.007092241701661006,0.7092241701661006
SSP2,04_RUS,2019,0.021980757133501116,2.1980757133501116
SSP2,04_RUS,2020,-0.026536545010277024,-2.6536545010277024
SSP2,04_RUS,2021,0.0586649177292593,5.86649177292593
SSP2,04_RUS,2022,-0.014358821385983433,-1.4358821385983433
SSP2,04_RUS,2023,0.04082524812592703,4.082524812592703
SSP2,04_RUS,2024,0.04344374754915359,4.344374754915359
SSP2,04_RUS,2025,0.014397596271511048,1.4397596271511048
SSP2,04_RUS,2026,0.013947184929226086,1.3947184929226086
SSP2,04_RUS,2027,0.013925891169840776,1.3925891169840776
SSP2,04_RUS,2028,0.014241857551173576,1.4241857551173576
SSP2,04_RUS,2029,0.014876246729283116,1.4876246729283116
SSP2,04_RUS,2030,0.01580969024616774,1.580969024616774
SSP2,04_RUS,2031,0.017333893909593057,1.7333893909593057
SSP2,04_RUS,2032,0.018743689728674795,1.8743689728674795
SSP2,04_RUS,2033,0.01941249668063949,1.941249668063949
SSP2,04_RUS,2034,0.019389664970296483,1.9389664970296483
SSP2,04_RUS,2035,0.0187258848312839,1.87258848312839
SSP2,04_RUS,2036,0.018125786479195494,1.8125786479195494
SSP2,04_RUS,2037,0.017962297317862586,1.7962297317862586
SSP2,04_RUS,2038,0.017756329092683876,1.7756329092683876
SSP2,04_RUS,2039,0.017510967427060598,1.7510967427060598
SSP2,04_RUS,2040,0.017229072994158656,1.7229072994158656
SSP2,04_RUS,2041,0.016967855428052347,1.6967855428052347
SSP2,04_RUS,2042,0.016743434801601342,1.6743434801601342
SSP2,04_RUS,2043,0.016509295162185467,1.6509295162185467
SSP2,04_RUS,2044,0.016266206861988985,1.6266206861988985
SSP2,04_RUS,2045,0.016014878352166306,1.6014878352166306
SSP2,04_RUS,2046,0.01577141019785344,1.5771410197853442
SSP2,04_RUS,2047,0.015545505493258949,1.5545505493258949
SSP2,04_RUS,2048,0.015326188299814802,1.5326188299814802
SSP2,04_RUS,2049,0.015113173278914482,1.5113173278914482
SSP2,04_RUS,2050,0.014906191341085284,1.4906191341085284
SSP2,05_MNG,2019,0.05602244220642638,5.602244220642638
SSP2,05_MNG,2020,-0.04557751975834423,-4.557751975834423
SSP2,05_MNG,2021,0.016367695773666924,1.6367695773666924
SSP2,05_MNG,2022,0.05032709636652699,5.032709636652699
SSP2,05_MNG,2023,0.0742211276150262,7.4221127615026194
SSP2,05_MNG,2024,0.05122045391226471,5.122045391226471
SSP2,05_MNG,2025,0.04003315179353617,4.003315179353617
SSP2,05_MNG,2026,0.03834694407729633,3.834694407729633
SSP2,05_MNG,2027,0.037683450553525066,3.7683450553525066
SSP2,05_MNG,2028,0.0373879194168949,3.73879194168949
SSP2,05_MNG,2029,0.037409776229357705,3.7409776229357705
SSP2,05_MNG,2030,0.03770368457553208,3.770368457553208
SSP2,05_MNG,2031,0.03847066567672042,3.8470665676720417
SSP2,05_MNG,2032,0.03905355351969697,3.905355351969697
SSP2,05_MNG,2033,0.038965338017485474,3.8965338017485474
SSP2,05_MNG,2034,0.03829967842742188,3.829967842742188
SSP2,05_MNG,2035,0.037140695664992895,3.7140695664992895
SSP2,05_MNG,2036,0.03604376746105453,3.604376746105453
SSP2,05_MNG,2037,0.03535700170047873,3.535700170047873
SSP2,05_MNG,2038,0.03474862429911907,3.474862429911907
SSP2,05_MNG,2039,0.0342101463286657,3.4210146328665703
SSP2,05_MNG,2040,0.0337340477714938,3.3734047771493803
SSP2,05_MNG,2041,0.03320768350873937,3.320768350873937
SSP2,05_MNG,2042,0.0326959192076719,3.2695919207671897
SSP2,05_MNG,2043,0.0323252532332321,3.23252532332321
SSP2,05_MNG,2044,0.03207934813893676,3.207934813893676
SSP2,05_MNG,2045,0.03194351227802983,3.194351227802983
SSP2,05_MNG,2046,0.03186209226117387,3.186209226117387
SSP2,05_MNG,2047,0.03173362266288682,3.173362266288682
SSP2,05_MNG,2048,0.031557341620598756,3.1557341620598756
SSP2,05_MNG,2049,0.03133884082978633,3.133884082978633
SSP2,05_MNG,2050,0.031083225935962355,3.1083225935962355
SSP2,06_PRK,2019,0.003533213425603643,0.3533213425603643
SSP2,06_PRK,2020,-0.045323507164476085,-4.532350716447608
SSP2,06_PRK,2021,-0.0005539478882047311,-0.055394788820473106
SSP2,06_PRK,2022,-0.0015213142773085053,-0.15213142773085053
SSP2,06_PRK,2023,0.03055937828880384,3.055937828880384
SSP2,06_PRK,2024,0.03703142621461142,3.703142621461142
SSP2,06_PRK,2025,0.04881484133366287,4.881484133366287
SSP2,06_PRK,2026,0.051127728482162516,5.1127728482162516
SSP2,06_PRK,2027,0.054204756214457195,5.4204756214457195
SSP2,06_PRK,2028,0.05575812322281304,5.575812322281304
SSP2,06_PRK,2029,0.056036682849063046,5.603668284906305
SSP2,06_PRK,2030,0.05527472084686891,5.527472084686891
SSP2,06_PRK,2031,0.05501611981625465,5.501611981625465
SSP2,06_PRK,2032,0.05555830088642533,5.555830088642533
SSP2,06_PRK,2033,0.05571745074920442,5.571745074920442
SSP2,06_PRK,2034,0.05555718576683999,5.555718576683999
SSP2,06_PRK,2035,0.05513407076940324,5.513407076940324
SSP2,06_PRK,2036,0.055240725413241876,5.524072541324188
SSP2,06_PRK,2037,0.05560675495382328,5.560675495382328
SSP2,06_PRK,2038,0.055425679102015124,5.542567910201512
SSP2,06_PRK,2039,0.05479852620914882,5.479852620914882
SSP2,06_PRK,2040,0.05381288141801521,5.381288141801521
SSP2,06_PRK,2041,0.05318453969873338,5.318453969873338
SSP2,06_PRK,2042,0.05291018978448059,5.291018978448059
SSP2,06_PRK,2043,0.0523718681255434,5.23718681255434
SSP2,06_PRK,2044,0.05161922151430587,5.161922151430587
SSP2,06_PRK,2045,0.05069477247129117,5.069477247129117
SSP2,06_PRK,2046,0.05000798353098945,5.000798353098945
SSP2,06_PRK,2047,0.04954913312939646,4.954913312939646
SSP2,06_PRK,2048,0.048953510447111936,4.895351044711194
SSP2,06_PRK,2049,0.048246770805085326,4.824677080508533
SSP2,06_PRK,2050,0.04745093382476373,4.745093382476373
SSP2,07_NAM,2019,0.025249978477636992,2.524997847763699
SSP2,07_NAM,2020,-0.024121161369182076,-2.4121161369182076
SSP2,07_NAM,2021,0.06045768795521367,6.045768795521367
SSP2,07_NAM,2022,0.026529200047543666,2.6529200047543666
SSP2,07_NAM,2023,0.027523612452428736,2.7523612452428736
SSP2,07_NAM,2024,0.026883674931933665,2.6883674931933665
SSP2,07_NAM,2025,0.02464516491520574,2.464516491520574
SSP2,07_NAM,2026,0.021080889786001977,2.1080889786001977
SSP2,07_NAM,2027,0.01959235497620382,1.9592354976203818
SSP2,07_NAM,2028,0.018490001139327195,1.8490001139327195
SSP2,07_NAM,2029,0.017743254708016742,1.7743254708016742
SSP2,07_NAM,2030,0.017326374641861708,1.7326374641861708
SSP2,07_NAM,2031,0.016884390894111645,1.6884390894111645
SSP2,07_NAM,2032,0.016280508942060123,1.6280508942060123
SSP2,07_NAM,2033,0.015778693007442834,1.5778693007442834
SSP2,07_NAM,2034,0.01537247129517283,1.537247129517283
SSP2,07_NAM,2035,0.015056042249083523,1.5056042249083523
SSP2,07_NAM,2036,0.014724025580128641,1.4724025580128641
SSP2,07_NAM,2037,0.01435748239666812,1.435748239666812
SSP2,07_NAM,2038,0.014045861591540199,1.4045861591540199
SSP2,07_NAM,2039,0.013786148786445684,1.3786148786445684
SSP2,07_NAM,2040,0.013575575116033578,1.3575575116033578
SSP2,07_NAM,2041,0.013360515482687019,1.3360515482687019
SSP2,07_NAM,2042,0.013125297683076464,1.3125297683076464
SSP2,07_NAM,2043,0.012912873882020781,1.2912873882020781
SSP2,07_NAM,2044,0.012722132808810738,1.2722132808810738
SSP2,07_NAM,2045,0.01255203716360409,1.255203716360409
SSP2,07_NAM,2046,0.012386403959824488,1.2386403959824488
SSP2,07_NAM,2047,0.012214936703282664,1.2214936703282664
SSP2,07_NAM,2048,0.012047803013262026,1.2047803013262026
SSP2,07_NAM,2049,0.011884838690987998,1.1884838690987998
SSP2,07_NAM,2050,0.011725887721538486,1.1725887721538486
SSP2,08_LAM,2019,0.007391817323493699,0.7391817323493699
SSP2,08_LAM,2020,-0.06650561216080941,-6.650561216080941
SSP2,08_LAM,2021,0.07482545861678758,7.482545861678758
SSP2,08_LAM,2022,0.041492185263314774,4.149218526331477
SSP2,08_LAM,2023,0.02288907970496723,2.288907970496723
SSP2,08_LAM,2024,0.022351595292703363,2.2351595292703363
SSP2,08_LAM,2025,0.03512588855588605,3.5125888555886053
SSP2,08_LAM,2026,0.027252003381803114,2.7252003381803114
SSP2,08_LAM,2027,0.025088479009545583,2.5088479009545583
SSP2,08_LAM,2028,0.02421473957346154,2.421473957346154
SSP2,08_LAM,2029,0.02450717759103882,2.450717759103882
SSP2,08_LAM,2030,0.02585692756370772,2.585692756370772
SSP2,08_LAM,2031,0.027456301652184267,2.7456301652184267
SSP2,08_LAM,2032,0.028386725374625277,2.8386725374625277
SSP2,08_LAM,2033,0.02894351423112762,2.894351423112762
SSP2,08_LAM,2034,0.029161976370747134,2.9161976370747134
SSP2,08_LAM,2035,0.029076643849296646,2.9076643849296646
SSP2,08_LAM,2036,0.029151737142000478,2.915173714200048
SSP2,08_LAM,2037,0.0294423134665851,2.94423134665851
SSP2,08_LAM,2038,0.02955105859543883,2.955105859543883
SSP2,08_LAM,2039,0.02949660752656147,2.949660752656147
SSP2,08_LAM,2040,0.029296447238047918,2.929644723804792
SSP2,08_LAM,2041,0.029226237608933614,2.9226237608933614
SSP2,08_LAM,2042,0.029265960263991975,2.9265960263991975
SSP2,08_LAM,2043,0.029155166917103292,2.9155166917103292
SSP2,08_LAM,2044,0.02891007503543963,2.891007503543963
SSP2,08_LAM,2045,0.02854560775407,2.854560775407
SSP2,08_LAM,2046,0.02822480195737187,2.822480195737187
SSP2,08_LAM,2047,0.028007099901605992,2.800709990160599
SSP2,08_LAM,2048,0.027771361293580377,2.7771361293580377
SSP2,08_LAM,2049,0.027519784352849852,2.751978435284985
SSP2,08_LAM,2050,0.027254372296914076,2.7254372296914076
SSP2,09_WEU,2019,0.01514792848188029,1.514792848188029
SSP2,09_WEU,2020,-0.05706494378063254,-5.706494378063254
SSP2,09_WEU,2021,0.07114154838286613,7.114154838286613
SSP2,09_WEU,2022,0.03981851711129969,3.981851711129969
SSP2,09_WEU,2023,0.009445413917018586,0.9445413917018586
SSP2,09_WEU,2024,0.012785651272023468,1.2785651272023468
SSP2,09_WEU,2025,0.027367126429032718,2.7367126429032718
SSP2,09_WEU,2026,0.020642685474606015,2.0642685474606015
SSP2,09_WEU,2027,0.01840108539100571,1.8401085391005712
SSP2,09_WEU,2028,0.01707694035274332,1.707694035274332
SSP2,09_WEU,2029,0.01660125455463901,1.6601254554639011
SSP2,09_WEU,2030,0.01691749519536434,1.691749519536434
SSP2,09_WEU,2031,0.017188317606835923,1.7188317606835923
SSP2,09_WEU,2032,0.016943195460159544,1.6943195460159544
SSP2,09_WEU,2033,0.016743249714255892,1.6743249714255892
SSP2,09_WEU,2034,0.016585669504399325,1.6585669504399325
SSP2,09_WEU,2035,0.016467831736676652,1.6467831736676652
SSP2,09_WEU,2036,0.01636763217681847,1.636763217681847
SSP2,09_WEU,2037,0.016246883722258243,1.6246883722258243
SSP2,09_WEU,2038,0.01610770555200358,1.6107705552003582
SSP2,09_WEU,2039,0.015951339113515317,1.5951339113515317
SSP2,09_WEU,2040,0.015778949307171608,1.5778949307171608
SSP2,09_WEU,2041,0.015652697353434553,1.5652697353434553
SSP2,09_WEU,2042,0.015542309302361668,1.5542309302361668
SSP2,09_WEU,2043,0.015374120920718104,1.5374120920718104
SSP2,09_WEU,2044,0.015151692487484159,1.5151692487484159
SSP2,09_WEU,2045,0.01487834991941428,1.487834991941428
SSP2,09_WEU,2046,0.014613744970797482,1.4613744970797482
SSP2,09_WEU,2047,0.014394617696867451,1.439461769686745
SSP2,09_WEU,2048,0.014181826208411463,1.4181826208411463
SSP2,09_WEU,2049,0.013975099299726512,1.3975099299726512
SSP2,09_WEU,2050,0.013774181025596466,1.3774181025596466
SSP2,10_EEU,2019,0.04052819413036968,4.052819413036968
SSP2,10_EEU,2020,-0.032681923513597666,-3.2681923513597666
SSP2,10_EEU,2021,0.06658380215592397,6.658380215592397
SSP2,10_EEU,2022,0.04084888287269184,4.084888287269184
SSP2,10_EEU,2023,0.00981350104964207,0.981350104964207
SSP2,10_EEU,2024,0.02190056772300486,2.190056772300486
SSP2,10_EEU,2025,0.032060698326308756,3.2060698326308756
SSP2,10_EEU,2026,0.030257342827534117,3.0257342827534117
SSP2,10_EEU,2027,0.029579336477183693,2.9579336477183693
