scenario,Region_Group,Year,Final_Growth_Rate,Final_Growth_Rate_Pct
SSP5,05_MNG,2037,0.006705697848985892,0.6705697848985892
SSP5,05_MNG,2038,0.006512481987588803,0.6512481987588803
SSP5,05_MNG,2039,0.006398036633740389,0.6398036633740389
SSP5,05_MNG,2040,0.0063603162243,0.63603162243
SSP5,05_MNG,2041,0.006374918522886519,0.6374918522886519
SSP5,05_MNG,2042,0.006340571127426253,0.6340571127426253
SSP5,05_MNG,2043,0.006231024162165255,0.6231024162165255
SSP5,05_MNG,2044,0.006048146428709655,0.6048146428709655
SSP5,05_MNG,2045,0.005793686816831345,0.5793686816831345
SSP5,05_MNG,2046,0.0055586341232947145,0.5558634123294715
SSP5,05_MNG,2047,0.005387336169917267,0.5387336169917267
SSP5,05_MNG,2048,0.005212222945994549,0.5212222945994549
SSP5,05_MNG,2049,0.005033314582432835,0.5033314582432835
SSP5,05_MNG,2050,0.0048506229876530416,0.48506229876530416
SSP5,06_PRK,2019,0.0041064515966069415,0.41064515966069415
SSP5,06_PRK,2020,0.0037898991736269316,0.37898991736269316
SSP5,06_PRK,2021,0.003681544664756009,0.3681544664756009
SSP5,06_PRK,2022,0.003671433343038766,0.3671433343038766
SSP5,06_PRK,2023,0.003393958223385729,0.3393958223385729
SSP5,06_PRK,2024,0.0030516457515430417,0.3051645751543042
SSP5,06_PRK,2025,0.002634642269929932,0.2634642269929932
SSP5,06_PRK,2026,0.0015775160332567317,0.15775160332567317
SSP5,06_PRK,2027,0.0013811506130971818,0.13811506130971818
SSP5,06_PRK,2028,0.0010960664816204169,0.10960664816204169
SSP5,06_PRK,2029,0.000722529543898176,0.0722529543898176
SSP5,06_PRK,2030,0.0002605366579175872,0.026053665791758718
SSP5,06_PRK,2031,-0.00033801890055051853,-0.03380189005505185
SSP5,06_PRK,2032,-0.0008948917632126685,-0.08948917632126685
SSP5,06_PRK,2033,-0.0012735282634072087,-0.12735282634072087
SSP5,06_PRK,2034,-0.00147381786319023,-0.147381786319023
SSP5,06_PRK,2035,-0.001495035839835679,-0.1495035839835679
SSP5,06_PRK,2036,-0.0016451008500942832,-0.16451008500942832
SSP5,06_PRK,2037,-0.001980827332934809,-0.19808273329348092
SSP5,06_PRK,2038,-0.002221728296629144,-0.2221728296629144
SSP5,06_PRK,2039,-0.002367250059267967,-0.23672500592679668
SSP5,06_PRK,2040,-0.0024166230469031547,-0.24166230469031547
SSP5,06_PRK,2041,-0.0025120609927340443,-0.2512060992734044
SSP5,06_PRK,2042,-0.0026891637886387043,-0.26891637886387043
SSP5,06_PRK,2043,-0.0028225926838115756,-0.28225926838115756
SSP5,06_PRK,2044,-0.0029119305279124985,-0.29119305279124985
SSP5,06_PRK,2045,-0.00295670181429053,-0.295670181429053
SSP5,06_PRK,2046,-0.003007749507554669,-0.3007749507554669
SSP5,06_PRK,2047,-0.003093854580823563,-0.3093854580823563
SSP5,06_PRK,2048,-0.0031781803051432744,-0.31781803051432744
SSP5,06_PRK,2049,-0.003260721342292938,-0.3260721342292938
SSP5,06_PRK,2050,-0.003341470625995213,-0.3341470625995213
SSP5,07_NAM,2019,0.006119103224941691,0.6119103224941691
SSP5,07_NAM,2020,0.004780946608776926,0.4780946608776926
SSP5,07_NAM,2021,0.0019829753854954113,0.19829753854954113
SSP5,07_NAM,2022,0.007046280097031454,0.7046280097031454
SSP5,07_NAM,2023,0.010539016692275638,1.0539016692275638
SSP5,07_NAM,2024,0.011948026867095507,1.1948026867095507
SSP5,07_NAM,2025,0.004299779038799301,0.42997790387993007
SSP5,07_NAM,2026,0.005501571483313095,0.5501571483313095
SSP5,07_NAM,2027,0.006491512292743362,0.6491512292743362
SSP5,07_NAM,2028,0.007037838826381204,0.7037838826381204
SSP5,07_NAM,2029,0.007150440556242588,0.7150440556242588
SSP5,07_NAM,2030,0.006841013998626577,0.6841013998626577
SSP5,07_NAM,2031,0.006545564805190418,0.6545564805190418
SSP5,07_NAM,2032,0.006531644337404385,0.6531644337404385
SSP5,07_NAM,2033,0.006506216662740316,0.6506216662740316
SSP5,07_NAM,2034,0.006469580435821243,0.6469580435821243
SSP5,07_NAM,2035,0.006422026371946554,0.6422026371946554
SSP5,07_NAM,2036,0.006378303666711327,0.6378303666711327
SSP5,07_NAM,2037,0.00634262690124987,0.634262690124987
SSP5,07_NAM,2038,0.006302652289881028,0.6302652289881028
SSP5,07_NAM,2039,0.006258490488191715,0.6258490488191715
SSP5,07_NAM,2040,0.006210248613893299,0.6210248613893299
SSP5,07_NAM,2041,0.00616634840871666,0.616634840871666
SSP5,07_NAM,2042,0.0061261037139199725,0.6126103713919973
SSP5,07_NAM,2043,0.006080921958345309,0.6080921958345309
SSP5,07_NAM,2044,0.006030925073067461,0.6030925073067461
SSP5,07_NAM,2045,0.005976230809873639,0.5976230809873639
