model,scenario,version,region,unit,variable,type,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
IIASA-WiC POP 2025,Historical Reference,1,Haiti,million,Population,ANNUAL,3.220305,3.512635,3.864419,4.235176,4.638325,5.076569,5.591032,6.181683,6.854302,7.55611,8.28377,9.034804,9.808852,10.48843,11.234505,12.018019,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Hungary,million,Population,ANNUAL,9.292416,9.765185,9.960928,10.129205,10.299552,10.488562,10.706431,10.560881,10.377283,10.33535,10.213473,10.084391,10.001017,9.856921,9.770123,9.592585,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Indonesia,million,Population,ANNUAL,68.862949,76.809926,87.189212,100.058719,113.67735,129.565732,146.425972,164.095563,180.569113,196.527503,212.544104,227.322996,242.498526,257.687503,270.825855,280.697803,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Isle of Man,million,Population,ANNUAL,0.054956,0.052594,0.049186,0.049827,0.054692,0.059589,0.063597,0.064444,0.068294,0.071281,0.075132,0.079037,0.083374,0.083764,,,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,India,million,Population,ANNUAL,353.104276,394.094982,440.827788,494.677383,551.305737,616.603393,688.874653,771.519671,861.204744,954.785495,1050.011745,1145.638789,1232.085388,1315.10279,1389.966394,1445.482972,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Ireland,million,Population,ANNUAL,2.898772,2.895259,2.816239,2.844714,2.926653,3.133976,3.372333,3.499266,3.478902,3.566367,3.74193,4.072949,4.514337,4.641602,4.925076,5.123491,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Iran,million,Population,ANNUAL,16.640746,18.649248,21.098936,24.300594,28.039509,32.362956,37.844573,46.445147,54.409416,60.400745,64.979828,69.627419,74.833668,80.882491,86.990161,90.694703,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Iraq,million,Population,ANNUAL,5.596621,6.334642,7.00439,8.130863,9.640672,11.428809,13.436379,15.617793,17.700003,20.599859,24.215225,28.282101,30.767146,37.264753,42.042956,47.025073,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Iceland,million,Population,ANNUAL,0.141037,0.156023,0.173849,0.190728,0.204012,0.216778,0.227069,0.240774,0.253982,0.267186,0.279296,0.293867,0.317926,0.329351,0.36433,0.376535,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Israel,million,Population,ANNUAL,1.257967,1.53538,1.862675,2.308329,2.850952,3.347285,3.709508,4.127713,4.733671,5.412578,6.055636,6.655847,7.262614,7.933331,8.685595,9.371281,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Italy,million,Population,ANNUAL,46.175129,47.983453,49.380044,51.239695,53.170621,54.9383,56.15853,56.631745,56.733409,56.885837,56.950733,58.078202,59.695934,60.297738,59.639898,58.934481,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Jamaica,million,Population,ANNUAL,1.385323,1.543844,1.631192,1.736111,1.846209,1.989403,2.120571,2.279047,2.38288,2.496832,2.60544,2.670641,2.728263,2.789652,2.814476,2.835407,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Jersey,million,Population,ANNUAL,0.056573,0.059501,0.062194,0.065278,0.068132,0.072688,0.074995,0.078463,0.082569,0.084248,0.086073,0.090367,0.095651,0.099752,,,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Jordan,million,Population,ANNUAL,0.423438,0.600921,0.825551,1.057536,1.514802,1.857224,2.17455,2.688951,3.391376,4.375629,5.003483,5.605921,6.842204,9.150504,10.817079,11.893489,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Japan,million,Population,ANNUAL,83.656263,89.59817,94.023981,98.875812,104.749167,111.787714,117.220838,120.806342,123.493572,125.299854,126.664952,127.752682,128.1314,127.367946,125.542766,122.475878,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Kazakhstan,million,Population,ANNUAL,6.540831,7.730033,9.159686,10.745394,12.16647,13.064483,14.063104,15.27914,16.798672,16.568612,15.216405,15.581877,16.509098,17.715601,18.861057,19.792327,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Kenya,million,Population,ANNUAL,5.711674,6.46082,7.608787,9.226672,11.256015,13.426139,15.894216,19.098522,22.771593,26.511748,30.397514,35.314085,40.950115,46.345992,51.460216,56.833242,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Kyrgyzstan,million,Population,ANNUAL,1.733066,1.923224,2.181367,2.573854,2.978561,3.322185,3.655095,4.031197,4.364208,4.562113,4.9114,5.166886,5.452642,5.863851,6.372333,6.897813,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Cambodia,million,Population,ANNUAL,4.32851,4.871852,5.480297,6.10579,6.743293,6.935784,6.167442,7.244804,8.738233,10.786695,12.010133,13.132042,14.258852,15.315991,16.296273,17.300953,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Kiribati,million,Population,ANNUAL,0.037463,0.04155,0.046519,0.052755,0.056882,0.060844,0.060292,0.065971,0.074318,0.080851,0.088033,0.0972,0.107017,0.115815,0.125254,0.136069,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Saint Kitts and Nevis,million,Population,ANNUAL,0.046707,0.051898,0.056704,0.052661,0.045267,0.043961,0.043168,0.042267,0.040819,0.042277,0.045129,0.046648,0.047347,0.047796,,,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,South Korea,million,Population,ANNUAL,20.160299,21.741656,25.428038,28.871478,32.256857,35.641643,37.945569,40.959693,43.85693,45.281577,46.650078,47.813954,48.686484,50.787842,51.858127,51.512989,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Kuwait,million,Population,ANNUAL,0.151763,0.17347,0.289315,0.48901,0.774083,1.061391,1.453859,1.849586,2.250851,1.636213,1.906297,2.178835,2.867929,3.750592,4.468363,4.737165,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Laos,million,Population,ANNUAL,1.664173,1.871589,2.09858,2.35202,2.643106,2.981217,3.263184,3.689443,4.253519,4.868438,5.385941,5.806759,6.276827,6.736389,7.265649,7.767739,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Lebanon,million,Population,ANNUAL,1.330552,1.534049,1.772009,2.059363,2.353702,2.663616,2.931468,3.194892,3.561037,3.922402,4.285964,4.610232,4.982387,6.466756,5.694528,5.939671,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Liberia,million,Population,ANNUAL,0.907458,1.002604,1.123321,1.270948,1.444481,1.648492,1.903404,2.206846,2.541701,2.089394,2.855154,3.167744,3.961935,4.56333,5.034186,5.653457,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Libya,million,Population,ANNUAL,1.125232,1.209792,1.402214,1.67924,1.885255,2.232431,2.888944,3.625289,4.183951,4.688367,5.09639,5.761854,6.425375,6.147163,6.61202,7.042351,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Saint Lucia,million,Population,ANNUAL,0.086188,0.088253,0.090994,0.09648,0.102238,0.110547,0.120505,0.131699,0.141338,0.151499,0.158968,0.164829,0.170262,0.175215,0.17892,0.180791,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Liechtenstein,million,Population,ANNUAL,0.013641,0.014826,0.016305,0.01828,0.020832,0.022833,0.024823,0.0266,0.028563,0.030661,0.032837,0.034451,0.035824,0.037241,,,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Sri Lanka,million,Population,ANNUAL,7.875531,8.66078,9.665494,10.903721,12.254084,13.540143,14.814512,15.980717,17.095925,18.100249,18.727357,19.58075,20.576547,21.290778,21.683158,22.224116,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Lesotho,million,Population,ANNUAL,0.574455,0.634044,0.726499,0.846903,1.005533,1.195631,1.38805,1.594964,1.783439,1.922878,1.997449,1.98064,2.015889,2.106296,2.239604,2.348805,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Lithuania,million,Population,ANNUAL,2.553041,2.684118,2.85547,3.037423,3.19361,3.353166,3.506759,3.658617,3.78072,3.759464,3.617685,3.398734,3.159507,2.979093,2.835902,2.725074,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Luxembourg,million,Population,ANNUAL,0.295793,0.304555,0.313481,0.3281,0.338811,0.352493,0.363321,0.365933,0.378746,0.404714,0.432527,0.460929,0.502185,0.562719,0.626072,0.65515,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Latvia,million,Population,ANNUAL,1.911264,2.021348,2.140099,2.276155,2.38699,2.484303,2.563991,2.648785,2.693196,2.588557,2.408954,2.248096,2.114202,2.001288,1.907241,1.836499,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Macao,million,Population,ANNUAL,0.193635,0.197144,0.178986,0.205301,0.244067,0.247062,0.245378,0.281957,0.343792,0.392754,0.428817,0.482053,0.550085,0.609623,0.670017,0.698767,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Saint Martin (French part),million,Population,ANNUAL,0.002917,0.003484,0.004075,0.004739,0.005723,0.006534,0.007677,0.014478,0.02769,0.029427,0.029219,0.033083,0.036409,0.035101,,,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Morocco,million,Population,ANNUAL,8.826639,10.10013,11.613196,13.207578,15.072499,17.110339,19.415828,22.077851,24.35831,26.398051,28.366437,30.229542,32.249254,34.467568,36.488841,38.409478,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Monaco,million,Population,ANNUAL,0.019122,0.020371,0.021729,0.022912,0.024086,0.025333,0.026963,0.028614,0.03021,0.031367,0.032464,0.032192,0.032792,0.036445,,,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Moldova,million,Population,ANNUAL,2.341008,2.674922,3.091908,3.449387,3.690763,3.892847,4.085309,4.280967,4.47217,4.473813,4.276646,4.026809,3.718286,3.305826,3.095022,3.054643,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Madagascar,million,Population,ANNUAL,3.906025,4.411868,5.007833,5.704147,6.542491,7.605026,8.81932,10.154222,11.705333,13.648398,15.972674,18.517655,21.422991,24.531083,27.879129,31.357004,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Maldives,million,Population,ANNUAL,0.073839,0.080987,0.090517,0.102474,0.121367,0.140974,0.162528,0.187061,0.221323,0.255273,0.28017,0.304581,0.355214,0.426153,0.510881,0.548228,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Mexico,million,Population,ANNUAL,27.23156,31.025611,35.704513,42.023049,49.4941,57.811389,66.890129,74.184959,80.900795,89.155152,97.112122,104.713291,111.733758,119.472303,125.610464,130.41403,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Marshall Islands,million,Population,ANNUAL,0.012928,0.013989,0.01513,0.017841,0.023453,0.026598,0.031412,0.038186,0.045531,0.050277,0.054105,0.054395,0.053493,0.049932,,,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,North Macedonia,million,Population,ANNUAL,1.234411,1.371141,1.45393,1.538563,1.645213,1.761528,1.893181,1.995497,2.042839,1.979313,2.030499,2.077542,2.091729,2.106835,2.114026,2.095603,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Mali,million,Population,ANNUAL,4.662163,4.982745,5.310402,5.686214,6.106404,6.62736,7.292884,8.111558,8.856522,9.817311,11.072704,12.962831,15.276049,17.827781,20.886783,24.361669,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Malta,million,Population,ANNUAL,0.28873,0.320741,0.337443,0.328203,0.315737,0.31847,0.332053,0.347624,0.363677,0.380169,0.397667,0.409609,0.416771,0.451243,0.509586,0.517403,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Myanmar,million,Population,ANNUAL,17.573124,19.320646,21.482668,24.006176,26.968962,30.046415,33.140941,36.526753,39.799245,42.612037,45.29659,47.539188,49.1972,51.280308,53.227974,54.951374,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Montenegro,million,Population,ANNUAL,0.398956,0.438218,0.469929,0.500326,0.527855,0.556265,0.586287,0.603157,0.619637,0.631498,0.63348,0.632901,0.631036,0.634275,0.629888,0.648657,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Mongolia,million,Population,ANNUAL,0.775342,0.837507,0.961123,1.118569,1.277441,1.464071,1.677335,1.895136,2.141637,2.316461,2.440361,2.548622,2.68434,2.932861,3.266469,3.507299,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Northern Mariana Islands,million,Population,ANNUAL,0.007034,0.007544,0.008577,0.010059,0.009709,0.015101,0.016647,0.030352,0.047617,0.047704,0.080102,0.070492,0.055587,0.051698,,,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Mozambique,million,Population,ANNUAL,5.878439,6.277208,6.72857,7.441552,8.311213,9.548636,11.32099,12.555598,13.176188,15.355381,17.548018,19.952764,22.740704,26.435069,30.720751,35.042684,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Mauritania,million,Population,ANNUAL,0.651343,0.729696,0.827181,0.951402,1.105307,1.283108,1.48467,1.72067,1.976413,2.354344,2.657482,2.978785,3.369052,3.894028,4.440928,5.009208,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Montserrat,million,Population,ANNUAL,0.012993,0.013538,0.012168,0.011763,0.011409,0.01152,0.011498,0.011135,0.010856,0.008655,0.005453,0.004673,0.004904,0.005082,,,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Martinique,million,Population,ANNUAL,0.229313,0.259545,0.28719,0.311705,0.325968,0.328107,0.333542,0.346474,0.371187,0.406387,0.433927,0.405435,0.393323,0.3851,0.37095,0.366326,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Mauritius,million,Population,ANNUAL,0.517924,0.589734,0.668394,0.75059,0.823773,0.88245,0.94735,1.019001,1.083361,1.153946,1.210965,1.254376,1.281722,1.2928,1.296971,1.29863,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Malawi,million,Population,ANNUAL,2.925058,3.207173,3.578432,4.039118,4.567935,5.205263,6.144298,7.480722,9.382008,10.014128,11.098802,12.578086,14.506543,16.706995,19.120889,21.722635,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Malaysia,million,Population,ANNUAL,5.902248,6.693203,7.715626,8.963915,10.18256,11.473626,13.042191,14.889276,17.266773,19.863075,22.64718,25.630648,28.488622,30.842299,33.003633,34.725784,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Mayotte,million,Population,ANNUAL,0.020336,0.022659,0.025808,0.029709,0.034825,0.041309,0.050876,0.066335,0.089854,0.121333,0.155907,0.185333,0.209052,0.244373,0.300354,0.356558,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Namibia,million,Population,ANNUAL,0.511768,0.5439,0.584836,0.649686,0.743485,0.863025,0.969278,1.076781,1.344965,1.582426,1.799315,1.951173,2.08316,2.262622,2.467078,2.679352,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,New Caledonia,million,Population,ANNUAL,0.063335,0.069281,0.079875,0.093508,0.108651,0.134186,0.147781,0.1582,0.175086,0.19749,0.219306,0.240522,0.259024,0.282635,0.285619,0.299259,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Niger,million,Population,ANNUAL,2.523748,2.973265,3.445782,3.994779,4.605911,5.2664,6.078286,7.078919,8.240416,9.647379,11.422085,13.60561,16.335721,19.739586,23.88169,28.709716,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Nigeria,million,Population,ANNUAL,36.835614,40.455152,44.475826,49.381059,54.944571,61.971369,71.827862,82.47231,93.963392,106.819805,121.235485,138.60327,158.733204,181.702661,205.7806,232.14437,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Nicaragua,million,Population,ANNUAL,1.310837,1.516674,1.762722,2.05186,2.404999,2.812864,3.256044,3.718851,4.178418,4.67413,5.087522,5.417728,5.812701,6.253467,6.709708,7.160782,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Niue,million,Population,ANNUAL,0.00445,0.004656,0.004865,0.005259,0.005233,0.004387,0.003685,0.002944,0.002549,0.002357,0.002108,0.001871,0.00181,0.001835,,,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Netherlands,million,Population,ANNUAL,10.027047,10.699266,11.418143,12.199101,12.960942,13.615283,14.085317,14.47845,14.894312,15.399771,15.855928,16.230064,16.575584,16.999762,17.402285,17.582513,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Norway,million,Population,ANNUAL,3.282142,3.411439,3.568107,3.708957,3.86304,3.997667,4.079053,4.14598,4.23329,4.348529,4.478717,4.606746,4.858701,5.166281,5.367948,5.506107,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Nepal,million,Population,ANNUAL,8.308568,9.198039,10.071769,11.11546,12.36413,13.773818,15.416235,17.341203,19.367158,22.063395,24.358301,26.155027,27.095355,27.51747,28.999223,30.601911,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Nauru,million,Population,ANNUAL,0.003355,0.003749,0.004498,0.005635,0.006602,0.007147,0.007608,0.008209,0.00945,0.010295,0.010383,0.010328,0.010232,0.011062,,,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,New Zealand,million,Population,ANNUAL,1.892688,2.118911,2.357887,2.615123,2.803058,3.073396,3.142664,3.262893,3.344883,3.646118,3.843356,4.108121,4.325769,4.552041,5.026485,5.179058,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Oman,million,Population,ANNUAL,0.454182,0.488487,0.53181,0.587132,0.66192,0.770106,0.989571,1.308068,1.759129,2.153614,2.328737,2.49229,2.721213,4.085208,4.589135,4.991532,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Pakistan,million,Population,ANNUAL,37.459,40.607236,45.383346,51.182042,58.466091,67.104312,78.826072,95.385024,113.528316,131.040091,151.82249,172.551397,192.284405,209.658967,225.112859,248.722589,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Panama,million,Population,ANNUAL,0.8506,0.966895,1.110475,1.290806,1.494946,1.712771,1.9342,2.172237,2.423862,2.68852,2.972273,3.274529,3.59142,3.922664,4.265539,4.540154,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Peru,million,Population,ANNUAL,7.571186,8.702571,10.022346,11.609335,13.402078,15.248382,17.271626,19.514721,21.865371,24.22006,26.462243,28.026964,29.11247,30.520694,33.090275,34.546824,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Philippines,million,Population,ANNUAL,18.062056,22.514404,28.04997,32.35673,36.942957,41.873861,47.786288,54.161737,60.817097,68.442173,77.120792,85.443957,93.786878,102.125514,111.287624,119.754409,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Palau,million,Population,ANNUAL,0.007375,0.008124,0.009359,0.01044,0.011203,0.012635,0.012251,0.013465,0.015124,0.016972,0.019634,0.019919,0.018686,0.017786,,,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Papua New Guinea,million,Population,ANNUAL,1.526961,1.71191,1.959038,2.198449,2.459354,2.763873,3.073112,3.410419,3.808516,4.532935,5.414149,6.395032,7.470106,8.5733,9.648816,10.657199,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Poland,million,Population,ANNUAL,24.563596,26.857795,29.296983,31.079307,32.381491,33.739053,35.359554,37.039241,38.008179,38.402445,38.340884,38.586229,38.579785,38.574014,38.477961,39.009959,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Puerto Rico,million,Population,ANNUAL,2.219396,2.304096,2.347353,2.545494,2.716684,2.948237,3.191203,3.391316,3.526669,3.690704,3.822354,3.811965,3.729555,3.529022,3.280218,3.109319,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,North Korea,million,Population,ANNUAL,11.394743,10.26949,11.519933,12.943955,14.801011,16.583982,17.845115,19.183536,20.644152,22.268226,23.290621,24.029722,24.638656,25.1908,25.813238,26.39872,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Portugal,million,Population,ANNUAL,8.386357,8.641183,8.872684,8.905008,8.73601,9.140035,9.738821,9.989021,10.017127,10.034224,10.261988,10.513809,10.596794,10.382202,10.298401,10.196377,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Paraguay,million,Population,ANNUAL,1.487827,1.666427,1.872083,2.116808,2.381824,2.681057,3.037973,3.485842,4.004903,4.549797,5.076467,5.447253,5.732295,6.133835,6.573036,7.003398,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Palestine,million,Population,ANNUAL,0.940731,0.990678,1.065044,1.14622,1.113005,1.244814,1.432424,1.712076,2.081341,2.568368,3.091483,3.49911,3.944855,4.429895,4.961984,5.559569,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,French Polynesia,million,Population,ANNUAL,0.063592,0.073323,0.083833,0.096901,0.115819,0.137593,0.161011,0.185282,0.208856,0.229613,0.248851,0.269099,0.283021,0.290874,0.300737,0.310863,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Qatar,million,Population,ANNUAL,0.0239,0.028173,0.034952,0.061002,0.110503,0.187125,0.268822,0.357095,0.434274,0.507973,0.629552,0.789867,1.673214,2.314698,2.828629,3.125791,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,R??union,million,Population,ANNUAL,0.244526,0.29533,0.359002,0.422868,0.469214,0.511833,0.547991,0.593455,0.65233,0.719657,0.780276,0.829119,0.886921,0.92016,0.95352,1.000816,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Romania,million,Population,ANNUAL,16.281956,17.355432,18.374092,19.066579,19.814519,21.027384,22.064212,22.495973,22.825618,22.586051,21.979081,21.188487,20.403317,19.95935,19.489725,18.885716,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Russian Federation,million,Population,ANNUAL,101.800621,110.092202,118.873213,125.94125,129.829683,133.387505,137.893741,142.388206,147.689913,148.725578,147.129765,144.082953,143.229382,144.441863,145.761662,145.394341,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Rwanda,million,Population,ANNUAL,2.117998,2.497065,2.924505,3.303416,3.836465,4.450391,5.156054,6.155541,7.230012,5.408816,8.057306,8.907123,10.175163,11.503907,12.987329,14.570678,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Saudi Arabia,million,Population,ANNUAL,3.04315,3.528791,4.098568,4.884444,5.969501,7.687578,9.921713,12.596275,15.676137,18.629668,21.278401,23.91327,29.009302,32.441886,36.229969,39.22019,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Sudan,million,Population,ANNUAL,6.098654,7.084167,8.203597,9.560248,11.131803,13.218029,16.313937,19.345511,20.904819,23.01041,25.965057,29.163763,33.399609,37.585674,43.82806,49.751585,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Senegal,million,Population,ANNUAL,2.464083,2.808426,3.226909,3.716591,4.303303,4.980621,5.631922,6.428397,7.427309,8.526032,9.589635,10.833157,12.360121,14.161512,16.215468,18.370559,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Singapore,million,Population,ANNUAL,0.986749,1.236175,1.571938,1.836854,2.044793,2.21813,2.377136,2.654512,2.977885,3.49072,4.014902,4.291192,5.096032,5.615362,5.893517,6.10754,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,"Saint Helena, Ascension and Tristan da Cunha",million,Population,ANNUAL,0.005192,0.005321,0.005357,0.005464,0.005714,0.006097,0.00637,0.006638,0.006624,0.006371,0.00606,0.005585,0.005302,0.005477,,,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Solomon Islands,million,Population,ANNUAL,0.104331,0.115842,0.131801,0.149517,0.17063,0.194938,0.229654,0.272464,0.319322,0.369783,0.424725,0.4771,0.533916,0.604975,0.682897,0.768195,,,,,,,,,,,,,,,
IIASA-WiC POP 2025,Historical Reference,1,Sierra Leone,million,Population,ANNUAL,1.987938,2.120745,2.282017,2.496174,2.751357,3.027273,3.332946,3.707165,4.207467,4.328629,4.485324,5.613687,6.349724,7.227737,8.140207,9.070178,,,,,,,,,,,,,,,
