model,scenario,version,region,unit,variable,type,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
OECD ENV-Growth 2025,SSP1,1,Bahamas,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,15.3387,16.6174,18.1647,19.8967,21.7831,23.6743,25.5405,27.4155,29.2873,31.139,32.9329,34.6444,36.2412,37.6556,38.8434,39.7593
OECD ENV-Growth 2025,SSP1,1,Bahrain,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,88.12602382,101.14229,115.6525814,129.6441446,143.5410495,157.0488032,170.9362422,185.4242362,199.9816464,212.3293088,222.4924657,230.282852,235.7656769,239.4541992,242.0499429,243.749587
OECD ENV-Growth 2025,SSP1,1,Bahrain,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,79.21337725,90.91324027,103.9560298,116.532553,129.023991,141.1656348,153.6485644,166.6713116,179.7564546,190.8553332,199.9906368,206.9931405,211.9214586,215.2369413,217.5701638,219.0979141
OECD ENV-Growth 2025,SSP1,1,Bahrain,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,83.7891,96.1648,109.961,123.264,136.477,149.32,162.524,176.299,190.14,201.88,211.543,218.95,224.163,227.67,230.138,231.754
OECD ENV-Growth 2025,SSP1,1,Bangladesh,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,1175.631971,1655.450966,2264.756629,2969.210049,3751.607484,4547.334176,5334.617576,6121.403807,6916.119019,7673.160862,8387.840523,9021.464582,9556.863582,10003.28657,10370.16261,10658.60603
OECD ENV-Growth 2025,SSP1,1,Bangladesh,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,1333.325669,1877.505309,2568.540345,3367.485807,4254.830324,5157.292022,6050.177884,6942.499891,7843.814433,8702.402279,9512.945681,10231.56107,10838.77595,11345.08,11761.16705,12088.30091
OECD ENV-Growth 2025,SSP1,1,Bangladesh,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,1371.5,1931.26,2642.08,3463.9,4376.65,5304.95,6223.4,7141.27,8068.39,8951.56,9785.31,10524.5,11149.1,11669.9,12097.9,12434.4
OECD ENV-Growth 2025,SSP1,1,Barbados,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,4.902133143,5.431504164,6.128710166,7.073622867,8.209539445,9.421638491,10.66161875,11.94820549,13.28439557,14.62254911,15.94117134,17.21742404,18.42908906,19.55394823,20.56192951,21.37273751
OECD ENV-Growth 2025,SSP1,1,Barbados,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,4.788882527,5.306023852,5.987122783,6.910205814,8.019880091,9.203976846,10.41531069,11.6721743,12.9774953,14.2847344,15.5728934,16.81966172,18.00333447,19.10220679,20.08690137,20.87897783
OECD ENV-Growth 2025,SSP1,1,Barbados,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,4.74368,5.25594,5.93061,6.84498,7.94418,9.1171,10.317,11.562,12.855,14.1499,15.4259,16.6609,17.8334,18.9219,19.8973,20.6819
OECD ENV-Growth 2025,SSP1,1,Belarus,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,163.1723499,169.7895403,180.7682823,196.0208663,214.9226949,235.1676298,257.3820404,282.2046995,309.524863,337.7779361,365.9982288,394.0732252,422.2456764,451.0560145,480.6415624,510.3600034
OECD ENV-Growth 2025,SSP1,1,Belarus,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,181.5386645,188.9006711,201.1151557,218.0845365,239.1139126,261.637572,286.352387,313.9690291,344.3642891,375.7974648,407.1941706,438.4292257,469.772705,501.8258703,534.7415013,567.8049835
OECD ENV-Growth 2025,SSP1,1,Belarus,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,184.177,191.646,204.038,221.254,242.589,265.44,290.514,318.532,349.369,381.259,413.112,444.801,476.6,509.119,542.513,576.057
OECD ENV-Growth 2025,SSP1,1,Belgium,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,538.6182983,584.2872957,627.381111,670.1684955,712.2400441,752.9305777,793.0755148,835.1777896,878.8172014,920.8289586,959.9674073,995.0367196,1023.537283,1042.944572,1054.180371,1056.580332
OECD ENV-Growth 2025,SSP1,1,Belgium,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,605.9031025,657.2771224,705.7542657,753.8866984,801.2138722,846.9875131,892.1474009,939.5091393,988.6000355,1035.859949,1079.887617,1119.337827,1151.398713,1173.230383,1185.86977,1188.569536
OECD ENV-Growth 2025,SSP1,1,Belgium,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,648.597,703.591,755.484,807.008,857.67,906.669,955.011,1005.71,1058.26,1108.85,1155.98,1198.21,1232.53,1255.9,1269.43,1272.32
OECD ENV-Growth 2025,SSP1,1,Belize,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,4.645810055,5.314762865,6.36806601,7.862079171,9.840661438,12.22285865,14.97427277,18.11879193,21.64421519,25.426928,29.38088176,33.37411392,37.31372626,41.11013834,44.67205734,47.88689231
OECD ENV-Growth 2025,SSP1,1,Belize,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,4.306386753,4.92646581,5.902814533,7.287674957,9.121701825,11.32985549,13.88025105,16.79503135,20.06288687,23.56923434,27.23431189,30.93579815,34.58758205,38.10662792,41.40831279,44.38827163
OECD ENV-Growth 2025,SSP1,1,Belize,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,4.34084,4.96588,5.95004,7.34598,9.19468,11.4205,13.9913,16.9294,20.2234,23.7578,27.4522,31.1833,34.8643,38.4115,41.7396,44.7434
OECD ENV-Growth 2025,SSP1,1,Benin,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,47.65227375,64.53904258,88.88776067,119.6980233,158.7167798,206.1949181,263.0494467,331.1825682,411.8592125,504.8424784,609.6655569,725.1544324,850.0983739,984.5035005,1127.08128,1276.311523
OECD ENV-Growth 2025,SSP1,1,Benin,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,53.41699668,72.34663851,99.64093721,134.1784643,177.917506,231.1393012,294.8717934,371.2473038,461.6837867,565.9156819,683.4197084,812.8798242,952.9388305,1103.603587,1263.42968,1430.713019
OECD ENV-Growth 2025,SSP1,1,Benin,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,54.5112,73.8286,101.682,136.927,181.562,235.874,300.912,378.852,471.141,577.508,697.419,829.531,972.459,1126.21,1289.31,1460.02
OECD ENV-Growth 2025,SSP1,1,Bhutan,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,7.774857891,9.428452656,11.20748043,13.21560042,15.49597373,17.89729485,20.44484845,23.15514207,26.01062137,28.74563601,31.2188655,33.32256807,34.96301318,36.23715234,37.19966169,37.87357123
OECD ENV-Growth 2025,SSP1,1,Bhutan,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,9.159684301,11.10781071,13.20371176,15.56951,18.25605423,21.085089,24.08640261,27.27944283,30.64352861,33.86569306,36.77944424,39.25784984,41.19048444,42.69156814,43.82551578,44.61945938
OECD ENV-Growth 2025,SSP1,1,Bhutan,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,9.65527,11.7088,13.9181,16.4119,19.2438,22.2259,25.3896,28.7554,32.3015,35.698,38.7694,41.3819,43.4191,45.0014,46.1967,47.0336
OECD ENV-Growth 2025,SSP1,1,Bolivia,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,83.2267649,93.40522929,109.1644994,133.9338675,168.5159505,211.5423139,262.1087437,319.9057594,384.3730143,453.2910027,525.0920037,598.4630704,672.4921735,746.3766961,819.0912893,889.6387386
OECD ENV-Growth 2025,SSP1,1,Bolivia,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,95.14088765,106.7764251,124.7916747,153.1068408,192.6394368,241.8251333,299.6302759,365.7010813,439.3969874,518.1807609,600.2602575,684.1345786,768.7611358,853.2224155,936.3462874,1016.992783
OECD ENV-Growth 2025,SSP1,1,Bolivia,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,106.494,119.518,139.683,171.377,215.627,270.682,335.385,409.34,491.83,580.015,671.889,765.772,860.497,955.037,1048.08,1138.35
OECD ENV-Growth 2025,SSP1,1,Bosnia and Herzegovina,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,51.22290579,59.61869161,67.75576184,73.92765384,78.05432826,80.40275667,81.7013751,82.56034214,83.3145889,83.60893546,83.70592122,83.55105686,83.23637458,82.86459585,82.49359926,82.08662408
OECD ENV-Growth 2025,SSP1,1,Bosnia and Herzegovina,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,55.66696946,64.79116783,73.63420461,80.34156566,84.82626749,87.37844392,88.78972958,89.72322,90.54290468,90.86278855,90.96818872,90.79988844,90.45790454,90.05387055,89.65068655,89.20840249
OECD ENV-Growth 2025,SSP1,1,Bosnia and Herzegovina,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,58.9414,68.6023,77.9655,85.0674,89.8159,92.5182,94.0125,95.0009,95.8688,96.2075,96.3191,96.1409,95.7788,95.351,94.9241,94.4558
OECD ENV-Growth 2025,SSP1,1,Botswana,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,45.09864882,54.99641006,66.32543135,78.42106268,91.61807766,105.8826855,121.0013677,137.0544384,153.5893952,170.0332637,186.1930937,202.0326459,217.4794415,232.3806873,246.35538,259.0254547
OECD ENV-Growth 2025,SSP1,1,Botswana,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,45.16546041,55.07788473,66.42368945,78.5372399,91.75380565,106.0395459,121.1806257,137.2574783,153.8169308,170.2851602,186.4689303,202.3319481,217.8016273,232.7249487,246.7203442,259.409189
OECD ENV-Growth 2025,SSP1,1,Botswana,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,46.0452,56.1507,67.7175,80.067,93.541,108.105,123.541,139.931,156.813,173.602,190.101,206.273,222.044,237.258,251.526,264.462
OECD ENV-Growth 2025,SSP1,1,Brazil,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,3350.796133,3645.520785,4184.716522,4936.94117,5892.93344,6979.767898,8153.429352,9378.557389,10644.80286,11887.27896,13083.15981,14186.81285,15181.48688,16058.9026,16795.08847,17351.72855
OECD ENV-Growth 2025,SSP1,1,Brazil,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,3409.840692,3709.758703,4258.455637,5023.935276,5996.773138,7102.758764,8297.101369,9543.817454,10832.3755,12096.74535,13313.69887,14436.79944,15449.00068,16341.87739,17091.03563,17657.48429
OECD ENV-Growth 2025,SSP1,1,Brazil,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,3480.58,3786.72,4346.8,5128.16,6121.18,7250.11,8469.23,9741.81,11057.1,12347.7,13589.9,14736.3,15769.5,16680.9,17445.6,18023.8
OECD ENV-Growth 2025,SSP1,1,Brunei Darussalam,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,32.97863919,38.46178435,43.55580767,47.10258867,49.38907953,50.87291028,51.95991497,52.953758,53.99027049,54.70178387,55.24439727,55.57070018,55.71850247,55.72596963,55.45584819,54.82445859
OECD ENV-Growth 2025,SSP1,1,Brunei Darussalam,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,27.57100857,32.15506195,36.41379925,39.37900132,41.29056773,42.53108921,43.43985369,44.27073256,45.13728423,45.73212811,46.18576716,46.45856496,46.58213156,46.5883743,46.36254569,45.8346874
OECD ENV-Growth 2025,SSP1,1,Brunei Darussalam,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,27.8239,32.45,36.7478,39.7402,41.6693,42.9212,43.8383,44.6768,45.5513,46.1516,46.6094,46.8847,47.0094,47.0157,46.7878,46.2551
OECD ENV-Growth 2025,SSP1,1,Bulgaria,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,154.9134404,177.9803053,201.6769934,224.7051126,245.8874539,264.2916481,281.1352985,296.6937468,310.9777097,323.6566126,335.1451165,346.0598548,356.8542341,367.910765,379.2912757,390.3148316
OECD ENV-Growth 2025,SSP1,1,Bulgaria,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,172.2492552,197.8974512,224.2459518,249.8510663,273.4038485,293.8675909,312.5961546,329.8956937,345.7781244,359.8758784,372.6500202,384.7861881,396.7885283,409.0823564,421.7364198,433.9935827
OECD ENV-Growth 2025,SSP1,1,Bulgaria,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,187.916,215.897,244.642,272.576,298.271,320.596,341.028,359.901,377.228,392.608,406.544,419.784,432.878,446.29,460.095,473.467
OECD ENV-Growth 2025,SSP1,1,Burkina Faso,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,50.37823291,67.16032534,93.9059498,128.5991167,174.702264,233.1949573,305.8447684,395.5172533,504.0835999,630.215082,774.3235523,934.5752642,1109.582282,1299.147822,1502.479524,1717.531184
OECD ENV-Growth 2025,SSP1,1,Burkina Faso,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,51.22556039,68.28991616,95.48538376,130.762066,177.6406368,237.1171373,310.9888686,402.1695834,512.5619419,640.8148693,787.3471458,950.2941821,1128.244698,1320.998601,1527.750204,1746.418886
OECD ENV-Growth 2025,SSP1,1,Burkina Faso,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,57.8578,77.1315,107.848,147.692,200.64,267.817,351.253,454.239,578.924,723.782,889.286,1073.33,1274.32,1492.03,1725.55,1972.53
OECD ENV-Growth 2025,SSP1,1,Burundi,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,8.300065021,10.96952442,14.73935313,20.08704918,27.74339699,38.09028527,51.7037994,69.44207226,91.99576369,119.6041321,152.7515719,191.5407457,235.8055126,285.4526143,340.2406765,399.7880456
OECD ENV-Growth 2025,SSP1,1,Burundi,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,10.80211708,14.2762842,19.18252661,26.142284,36.1066355,49.57259008,67.28989387,90.37536365,119.7278584,155.658761,198.7984865,249.2806448,306.8890121,371.5022174,442.8061241,520.3040294
OECD ENV-Growth 2025,SSP1,1,Burundi,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,10.5911,13.9974,18.8078,25.6316,35.4013,48.6042,65.9754,88.6099,117.389,152.618,194.915,244.411,300.894,364.245,434.156,510.14
OECD ENV-Growth 2025,SSP1,1,Cabo Verde,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,4.568422477,5.766994782,7.16214884,8.598849634,10.05293168,11.43474997,12.77324939,14.1112118,15.50493382,16.88505158,18.19061434,19.34912564,20.34053708,21.18409154,21.89697338,22.48329967
OECD ENV-Growth 2025,SSP1,1,Cabo Verde,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,4.761578641,6.010827438,7.464969606,8.962415136,10.47797681,11.91821936,13.31331149,14.7078439,16.1604935,17.59896362,18.9597265,20.16722048,21.2005495,22.07977005,22.82279304,23.43390963
OECD ENV-Growth 2025,SSP1,1,Cabo Verde,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,5.10428,6.44344,8.00224,9.60746,11.2321,12.776,14.2715,15.7664,17.3236,18.8656,20.3243,21.6187,22.7264,23.6689,24.4654,25.1205
OECD ENV-Growth 2025,SSP1,1,Cambodia,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,81.03381563,110.4007832,149.9117771,200.9513531,264.8089038,339.1888994,421.8020646,517.1778045,623.4870222,732.9504714,840.7894467,943.803252,1041.396783,1132.967787,1216.970423,1290.652556
OECD ENV-Growth 2025,SSP1,1,Cambodia,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,86.72155425,118.1497802,160.4340386,215.0560668,283.3957594,362.996464,451.4082219,553.4783557,667.2493848,784.3960398,899.8041997,1010.048512,1114.492103,1212.490448,1302.389203,1381.243062
OECD ENV-Growth 2025,SSP1,1,Cambodia,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,90.6875,123.553,167.771,224.891,296.356,379.597,472.052,578.79,697.764,820.268,940.954,1056.24,1165.46,1267.94,1361.95,1444.41
OECD ENV-Growth 2025,SSP1,1,Cameroon,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,103.3733237,130.9792054,172.2903267,227.1374546,299.5158789,390.5264851,501.3800728,635.1228324,793.8256847,976.1766394,1180.939599,1406.167515,1650.412311,1911.850811,2187.900905,2475.151768
OECD ENV-Growth 2025,SSP1,1,Cameroon,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,112.6392321,142.7195778,187.7336376,247.4970094,326.3631021,425.5314797,546.3214722,692.0523164,864.9805611,1063.676615,1286.793583,1532.209891,1798.347666,2083.220308,2384.014261,2697.012967
OECD ENV-Growth 2025,SSP1,1,Cameroon,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,118.502,150.148,197.505,260.379,343.35,447.68,574.757,728.073,910.002,1119.04,1353.77,1611.96,1891.95,2191.65,2508.1,2837.39
OECD ENV-Growth 2025,SSP1,1,Canada,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,1771.057614,1968.674047,2213.171758,2505.605464,2821.537909,3128.380123,3423.691956,3713.247537,4005.305836,4294.494947,4568.614118,4817.715043,5032.832628,5198.324882,5308.596443,5364.049532
OECD ENV-Growth 2025,SSP1,1,Canada,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,1862.512497,2070.33356,2327.456783,2634.991348,2967.238093,3289.9252,3600.486514,3904.994331,4212.134103,4516.256526,4804.530819,5066.49496,5292.72091,5466.758947,5582.724773,5641.041381
OECD ENV-Growth 2025,SSP1,1,Canada,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,1981.43,2202.52,2476.06,2803.23,3156.69,3499.98,3830.37,4154.32,4481.07,4804.61,5111.29,5389.98,5630.65,5815.8,5939.17,6001.21
OECD ENV-Growth 2025,SSP1,1,Central African Republic,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,3.93669834,4.872851851,6.732226589,9.533486554,13.73248669,19.6624967,27.69200678,38.39099527,52.32616754,69.83336377,91.45438271,117.58318,148.5001146,184.6250868,226.3500562,274.0039181
OECD ENV-Growth 2025,SSP1,1,Central African Republic,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,4.551246969,5.633541181,7.783178495,11.0217365,15.87623258,22.73196237,32.01494019,44.38412237,60.49468129,80.73488435,105.7311092,135.938811,171.6821149,213.4464706,261.685026,316.778019
OECD ENV-Growth 2025,SSP1,1,Central African Republic,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,4.93142,6.10412,8.43332,11.9424,17.2024,24.6308,34.6892,48.0916,65.5479,87.4788,114.563,147.294,186.023,231.276,283.544,343.239
OECD ENV-Growth 2025,SSP1,1,Chad,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,29.57830171,35.82895176,49.69589701,69.3577539,96.49533257,132.1882118,177.9284795,235.9299315,308.3383275,396.7090816,501.8083868,623.3033887,760.9659043,915.2994018,1086.047437,1272.906463
OECD ENV-Growth 2025,SSP1,1,Chad,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,27.84731128,33.73215888,46.78757851,65.2987782,90.84820318,124.4522528,167.5156945,222.1227679,290.2936576,373.4927513,472.4414028,586.8262371,716.4324247,861.7339701,1022.489436,1198.413042
OECD ENV-Growth 2025,SSP1,1,Chad,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,28.2583,34.23,47.4781,66.2625,92.189,126.289,169.988,225.401,294.578,379.005,479.414,595.487,727.006,874.452,1037.58,1216.1
OECD ENV-Growth 2025,SSP1,1,Chile,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,450.0881289,484.7917754,540.6016185,612.2784226,698.6656836,789.4572118,877.817182,961.5954861,1043.011315,1119.813069,1186.619081,1239.471993,1276.103146,1294.798254,1294.525333,1276.179905
OECD ENV-Growth 2025,SSP1,1,Chile,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,489.6767003,527.4327885,588.1515191,666.1328268,760.1184848,858.8957976,955.027679,1046.174903,1134.751855,1218.30889,1290.990984,1348.492699,1388.345832,1408.685312,1408.388386,1388.429343
OECD ENV-Growth 2025,SSP1,1,Chile,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,527.728,568.418,633.855,717.896,819.185,925.638,1029.24,1127.47,1222.93,1312.98,1391.31,1453.28,1496.23,1518.15,1517.83,1496.32
OECD ENV-Growth 2025,SSP1,1,China,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,30707.85378,36995.00708,43385.28482,49282.75273,55385.42787,61063.10531,65929.12051,70494.09568,74710.42691,77985.51326,80268.73,81786.01342,82576.32162,82751.94566,82494.0304,81850.49223
OECD ENV-Growth 2025,SSP1,1,China,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,30146.05914,36318.1901,42591.55886,48381.13367,54372.16146,59945.96682,64722.95915,69204.41892,73343.61313,76558.78237,78800.22807,80289.75306,81065.60271,81238.01375,80984.817,80353.05225
OECD ENV-Growth 2025,SSP1,1,China,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,29479.7,35515.4,41650.1,47311.7,53170.3,58620.9,63292.3,67674.7,71722.4,74866.5,77058.4,78515,79273.7,79442.3,79194.7,78576.9
OECD ENV-Growth 2025,SSP1,1,Colombia,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,772.0470413,893.2702573,1074.511707,1319.670706,1614.608181,1928.934012,2249.36492,2569.254759,2885.934246,3189.916615,3471.426526,3718.289896,3925.402627,4090.907045,4212.404403,4288.018991
OECD ENV-Growth 2025,SSP1,1,Colombia,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,797.7044911,922.9563199,1110.22097,1363.52734,1668.266476,1993.038302,2324.118096,2654.638837,2981.842538,3295.927157,3586.792491,3841.859875,4055.855586,4226.860214,4352.395296,4430.522785
OECD ENV-Growth 2025,SSP1,1,Colombia,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,856.133,990.559,1191.54,1463.4,1790.46,2139.02,2494.35,2849.08,3200.25,3537.34,3849.51,4123.26,4352.93,4536.46,4671.19,4755.04
OECD ENV-Growth 2025,SSP1,1,Comoros,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,2.362229355,2.930069714,3.830617661,5.505808547,8.043583356,11.25381676,14.97250668,19.11920164,23.64311076,28.39561793,33.29274994,38.20850788,43.07903143,47.88045122,52.56502853,57.11045921
OECD ENV-Growth 2025,SSP1,1,Comoros,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,2.763511513,3.427813379,4.481341317,6.441104152,9.409981788,13.16555148,17.51595141,22.36706344,27.65946865,33.21930485,38.94833394,44.69915303,50.39705356,56.01411138,61.49447818,66.8120609
OECD ENV-Growth 2025,SSP1,1,Comoros,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,3.01843,3.74401,4.89472,7.03526,10.278,14.38,19.1317,24.4303,30.2109,36.2836,42.5411,48.8224,55.0459,61.1811,67.167,72.9751
OECD ENV-Growth 2025,SSP1,1,Congo,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,25.15615631,30.53651507,37.53916381,46.60913297,58.34673412,72.8964338,90.48992943,111.6024507,136.6106716,165.0795602,197.0019747,232.1871295,270.4003685,311.2295132,354.0409919,398.2134761
OECD ENV-Growth 2025,SSP1,1,Congo,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,21.5845652,26.20103773,32.20947266,39.99171643,50.06285028,62.54682985,77.6424569,95.75748948,117.2151227,141.642089,169.0322605,199.2219389,232.0097838,267.0421362,303.7753773,341.6763926
OECD ENV-Growth 2025,SSP1,1,Congo,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,24.657,29.9306,36.7943,45.6843,57.189,71.45,88.6944,109.388,133.9,161.804,193.093,227.58,265.035,305.054,347.016,390.312
OECD ENV-Growth 2025,SSP1,1,Costa Rica,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,101.2945433,116.4529815,138.1293516,163.1464764,190.3372936,217.3008326,243.5723132,269.2657677,294.0147198,316.2604652,335.3298199,350.2342412,360.8329583,366.9781223,368.672879,365.9785698
OECD ENV-Growth 2025,SSP1,1,Costa Rica,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,118.3162461,136.0219335,161.3408367,190.5618805,222.3218877,253.8164245,284.5026082,314.5136334,343.4214404,369.4053977,391.6791983,409.0881833,421.4679264,428.645734,430.6252803,427.478215
OECD ENV-Growth 2025,SSP1,1,Costa Rica,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,128.803,148.078,175.641,207.452,242.027,276.313,309.719,342.39,373.86,402.147,426.395,445.347,458.824,466.638,468.793,465.367
OECD ENV-Growth 2025,SSP1,1,Croatia,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,119.0397508,135.4442284,148.7900304,159.1880152,166.8053096,171.7670489,175.1725757,178.0607648,180.943915,183.7632377,186.4439878,188.7997222,190.8816707,192.7763362,194.5072341,195.9534282
OECD ENV-Growth 2025,SSP1,1,Croatia,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,132.9728477,151.2973996,166.2052711,177.8202958,186.3291621,191.8716518,195.6757811,198.9020205,202.1226311,205.2719436,208.2664641,210.8979272,213.2235589,215.339987,217.2734791,218.8889441
OECD ENV-Growth 2025,SSP1,1,Croatia,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,141.742,161.275,177.166,189.547,198.617,204.525,208.58,212.019,215.452,218.809,222.001,224.806,227.285,229.541,231.602,233.324
OECD ENV-Growth 2025,SSP1,1,Cuba,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,82.7721,103.422,131.067,170.109,218.587,274.006,333.289,394.709,457.603,520.328,582.228,642.692,699.944,752.15,797.481,835.382
OECD ENV-Growth 2025,SSP1,1,Cura??ao,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,3.366417526,3.898503471,4.610647842,5.532766097,6.657994556,7.913020081,9.308553027,10.87883636,12.61021816,14.44757213,16.35233723,18.26747328,20.13867424,21.92473919,23.58927554,25.09372225
OECD ENV-Growth 2025,SSP1,1,Cura??ao,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,3.377650665,3.911512086,4.626032757,5.551227957,6.680211105,7.939424427,9.33961402,10.91513711,12.65229622,14.49578112,16.40690209,18.3284286,20.20587343,21.99789816,23.66798878,25.17745555
OECD ENV-Growth 2025,SSP1,1,Cura??ao,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,3.57061,4.13497,4.89031,5.86836,7.06184,8.39299,9.87317,11.5387,13.3751,15.3239,17.3442,19.3755,21.3602,23.2546,25.0201,26.6158
OECD ENV-Growth 2025,SSP1,1,Cyprus,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,37.33112634,43.0898386,49.47158471,56.31877886,63.46217514,70.50689539,77.57832952,84.90872297,92.40653501,99.70977949,106.5544502,112.7125654,118.0318474,122.5001139,126.3027087,129.6362878
