model,scenario,version,region,unit,variable,type,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
OECD ENV-Growth 2025,SSP5,1,Micronesia,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,0.343357574,0.361292238,0.416875435,0.5394854,0.732973522,0.977835478,1.271394698,1.617020419,2.030389829,2.507748553,3.050862213,3.655277946,4.319627877,5.045949266,5.840994168,6.717257768
OECD ENV-Growth 2025,SSP5,1,Micronesia,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,0.353932,0.372419,0.429714,0.5561,0.755547,1.00795,1.31055,1.66682,2.09292,2.58498,3.14482,3.76785,4.45266,5.20135,6.02088,6.92413
OECD ENV-Growth 2025,SSP5,1,Moldova,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,28.57722192,36.79752956,48.39582294,60.76809771,70.98976824,77.91503631,83.00452976,87.50144724,92.12475066,96.6057753,100.9006267,105.1493131,109.6303377,114.5987429,120.1763736,126.2504664
OECD ENV-Growth 2025,SSP5,1,Moldova,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,34.11948155,43.9340337,57.78169733,72.55344814,84.75750702,93.02585993,99.10240853,104.4714571,109.9914029,115.3414764,120.4692702,125.5419459,130.8920194,136.8239958,143.4833509,150.7354519
OECD ENV-Growth 2025,SSP5,1,Moldova,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,37.7605,48.6224,63.9478,80.2959,93.8023,102.953,109.678,115.62,121.729,127.65,133.325,138.939,144.86,151.425,158.795,166.821
OECD ENV-Growth 2025,SSP5,1,Mongolia,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,47.53008498,57.39842083,72.2470165,92.1173953,116.4561499,143.5539208,174.041578,208.9729406,249.0627378,293.070346,340.3216461,390.943543,445.2527916,503.9671665,567.5719525,636.073241
OECD ENV-Growth 2025,SSP5,1,Mongolia,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,45.27965784,54.68075339,68.82630629,87.75587382,110.9422511,136.7570122,165.8011574,199.07861,237.2702584,279.1942197,324.2082924,372.4333728,424.1712183,480.1056187,540.6988819,605.9568108
OECD ENV-Growth 2025,SSP5,1,Mongolia,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,46.8166,56.5368,71.1625,90.7346,114.708,141.399,171.429,205.836,245.324,288.671,335.213,385.075,438.569,496.402,559.052,626.525
OECD ENV-Growth 2025,SSP5,1,Montenegro,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,12.49553508,14.4829319,16.76312107,19.11349515,21.33932383,23.33688761,25.28115679,27.30307212,29.47659009,31.77047188,34.15126488,36.6206909,39.16850098,41.81986659,44.5600292,47.33905588
OECD ENV-Growth 2025,SSP5,1,Montenegro,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,13.61817444,15.78412543,18.26917419,20.83071348,23.25651782,25.43354921,27.55249784,29.75606858,32.12486246,34.62483402,37.21952517,39.91081243,42.68752603,45.57709891,48.56344661,51.59215005
OECD ENV-Growth 2025,SSP5,1,Montenegro,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,15.24,17.6639,20.4449,23.3115,26.0262,28.4625,30.8338,33.2998,35.9507,38.7484,41.6521,44.6639,47.7713,51.005,54.347,57.7364
OECD ENV-Growth 2025,SSP5,1,Morocco,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,339.8589556,401.959691,488.3955769,612.687937,778.8752934,976.3730623,1208.092736,1481.750832,1799.429727,2147.182938,2522.213089,2924.924133,3351.185648,3801.351094,4274.945826,4768.061596
OECD ENV-Growth 2025,SSP5,1,Morocco,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,335.7572914,397.1085501,482.5012651,605.2935749,769.4752618,964.5894845,1193.512598,1463.867989,1777.712905,2121.269178,2491.773193,2889.624029,3310.741111,3755.473634,4223.352681,4710.517173
OECD ENV-Growth 2025,SSP5,1,Morocco,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,336.533,398.026,483.616,606.692,771.253,966.818,1196.27,1467.25,1781.82,2126.17,2497.53,2896.3,3318.39,3764.15,4233.11,4721.4
OECD ENV-Growth 2025,SSP5,1,Mozambique,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,45.12932283,74.0569395,128.6922978,216.3233924,342.3537799,500.450336,692.0789319,925.2505078,1208.624908,1545.541893,1940.963016,2394.122662,2905.328946,3475.95437,4106.493783,4792.745643
OECD ENV-Growth 2025,SSP5,1,Mozambique,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,49.43375682,81.12048905,140.9669668,236.9563137,375.0074773,548.18328,758.0894079,1013.500884,1323.90353,1692.955651,2126.092033,2622.474039,3182.439168,3807.490835,4498.171086,5249.877636
OECD ENV-Growth 2025,SSP5,1,Mozambique,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,48.3351,79.3176,137.834,231.69,366.673,536,741.241,990.976,1294.48,1655.33,2078.84,2564.19,3111.71,3722.87,4398.2,5133.2
OECD ENV-Growth 2025,SSP5,1,Myanmar,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,238.2769333,279.4338672,346.1307722,444.1344488,572.9998385,719.1696213,882.6108669,1065.146719,1268.157257,1488.990092,1719.69205,1955.543116,2194.90675,2437.403756,2682.834555,2929.861977
OECD ENV-Growth 2025,SSP5,1,Myanmar,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,257.6848142,302.1940192,374.32345,480.3096184,619.6712156,777.7466651,954.5003543,1151.903923,1371.449861,1610.26974,1859.762589,2114.823946,2373.683974,2635.93259,2901.35396,3168.501998
OECD ENV-Growth 2025,SSP5,1,Myanmar,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,238.781,280.025,346.863,445.074,574.212,720.691,884.478,1067.4,1270.84,1492.14,1723.33,1959.68,2199.55,2442.56,2688.51,2936.06
OECD ENV-Growth 2025,SSP5,1,Namibia,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,24.51372862,28.15113711,33.89929643,42.37161569,53.65279582,67.26366893,83.0390079,101.1531315,121.8784187,144.9795993,169.8146904,196.1452679,223.8247516,252.9626128,283.649768,315.8324095
OECD ENV-Growth 2025,SSP5,1,Namibia,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,26.35241482,30.26265219,36.44196016,45.54975748,57.67709817,72.30887369,89.26746383,108.7402624,131.0200784,155.8539952,182.5518768,210.8574157,240.6130375,271.9364243,304.9253122,339.5218573
OECD ENV-Growth 2025,SSP5,1,Namibia,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,26.4236,30.3444,36.5404,45.6728,57.8329,72.5042,89.5086,109.034,131.374,156.275,183.045,211.427,241.263,272.671,305.749,340.439
OECD ENV-Growth 2025,SSP5,1,Nepal,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,109.2151419,141.0600608,190.7195781,265.1522705,363.9648619,476.8800083,602.6119379,743.3742326,902.4559636,1078.450969,1271.364866,1475.852313,1689.128274,1910.719213,2139.854629,2375.394824
OECD ENV-Growth 2025,SSP5,1,Nepal,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,122.3657987,158.0451822,213.68423,297.0794048,407.7900761,534.3013988,675.172781,832.8843429,1011.121195,1208.307858,1424.450626,1653.560522,1892.517162,2140.78999,2397.51573,2661.417454
OECD ENV-Growth 2025,SSP5,1,Nepal,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,136.076,175.753,237.626,330.365,453.48,594.166,750.821,926.203,1124.41,1343.69,1584.05,1838.83,2104.56,2380.65,2666.14,2959.61
OECD ENV-Growth 2025,SSP5,1,Netherlands,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,924.1582073,1016.134686,1123.540035,1255.109209,1399.97973,1544.253506,1689.625638,1841.129536,1999.508967,2161.148871,2324.475227,2475.477514,2610.177434,2719.7449,2803.877216,2865.679183
OECD ENV-Growth 2025,SSP5,1,Netherlands,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,1014.011894,1114.931025,1232.779138,1377.140468,1536.096402,1694.397572,1853.903888,2020.138146,2193.916429,2371.272194,2550.47838,2716.162256,2863.958727,2984.179175,3076.491475,3144.302298
OECD ENV-Growth 2025,SSP5,1,Netherlands,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,1068.58,1174.93,1299.12,1451.25,1618.76,1785.58,1953.67,2128.85,2311.98,2498.88,2687.73,2862.33,3018.08,3144.77,3242.05,3313.51
OECD ENV-Growth 2025,SSP5,1,New Caledonia,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,11.7944,14.8987,18.6396,22.9837,27.5502,32.0333,36.5433,41.2761,46.2924,51.4965,56.8485,62.3786,68.0947,74.043,80.225,86.6014
OECD ENV-Growth 2025,SSP5,1,New Zealand,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,202.7386947,230.2340914,266.2839835,312.8207061,368.3353807,425.0484546,482.3188847,542.3175141,605.1372357,668.5695469,731.1599659,791.9787289,849.8927128,903.5277752,951.2796344,991.9097215
OECD ENV-Growth 2025,SSP5,1,New Zealand,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,223.2828999,253.5644992,293.2674501,344.5198979,405.6600643,468.1200679,531.1939065,597.2724022,666.457861,736.3179852,805.2509053,872.2326416,936.0152474,995.0853341,1047.676053,1092.423325
OECD ENV-Growth 2025,SSP5,1,New Zealand,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,242.258,275.113,318.19,373.798,440.134,507.902,576.336,648.03,723.095,798.892,873.683,946.357,1015.56,1079.65,1136.71,1185.26
OECD ENV-Growth 2025,SSP5,1,Nicaragua,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,38.45400817,45.93808519,58.17011204,77.87482042,105.8891748,140.4442838,181.4965509,229.592442,285.7446019,348.2894614,416.5545135,488.332313,562.8070461,639.657567,718.4660409,798.5616877
OECD ENV-Growth 2025,SSP5,1,Nicaragua,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,41.88228326,50.03358525,63.35612919,84.81756369,115.3294708,152.9652578,197.6774416,250.0612067,311.2194782,379.3403749,453.6914344,531.8684119,612.9827615,696.6847067,782.5191616,869.7555442
OECD ENV-Growth 2025,SSP5,1,Nicaragua,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,44.5433,53.2125,67.3815,90.2065,122.657,162.684,210.237,265.949,330.993,403.442,482.517,565.661,651.929,740.949,832.237,925.016
OECD ENV-Growth 2025,SSP5,1,Niger,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,42.28933721,58.28428428,87.47770868,133.3471823,203.5004948,302.1661296,437.0937472,619.9267747,863.723252,1181.354924,1586.249349,2089.061158,2698.644475,3429.329671,4294.075498,5306.168256
OECD ENV-Growth 2025,SSP5,1,Niger,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,41.81537841,57.63106172,86.49730009,131.8526904,201.2197579,298.7795952,432.1950081,612.97893,854.0430522,1168.114859,1568.47142,2065.647953,2668.39935,3390.895374,4245.94954,5246.699244
OECD ENV-Growth 2025,SSP5,1,Niger,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,41.3144,56.9406,85.461,130.273,198.809,295.2,427.017,605.635,843.811,1154.12,1549.68,2040.9,2636.43,3350.27,4195.08,5183.84
OECD ENV-Growth 2025,SSP5,1,Nigeria,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,1127.437872,1348.638798,1755.908403,2340.684807,3160.208934,4217.848458,5549.896235,7220.984947,9288.108175,11792.18219,14761.8227,18232.90399,22245.57175,26842.15972,32061.5769,37936.16817
OECD ENV-Growth 2025,SSP5,1,Nigeria,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,1166.131181,1394.923653,1816.170621,2421.016366,3268.6663,4362.603676,5740.366909,7468.806855,9606.873095,12196.88614,15268.44377,18858.65146,23009.0327,27763.37411,33161.92003,39238.1254
OECD ENV-Growth 2025,SSP5,1,Nigeria,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,1185.13,1417.65,1845.76,2460.46,3321.92,4433.68,5833.89,7590.49,9763.39,12395.6,15517.2,19165.9,23383.9,28215.7,33702.2,39877.4
OECD ENV-Growth 2025,SSP5,1,North Korea,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,59.2863,78.7007,112.358,168.679,249.243,347.239,462.022,595.809,751.929,931.478,1129.54,1344.95,1574.22,1815.4,2068.48,2332.59
OECD ENV-Growth 2025,SSP5,1,North Macedonia,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,32.00355538,38.14163868,45.51584757,54.36704628,63.94708203,73.53644262,83.58979782,94.35001005,107.0284774,121.999859,138.4299138,155.6184453,173.1416724,190.8480662,208.5711115,226.0468817
OECD ENV-Growth 2025,SSP5,1,North Macedonia,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,35.40853815,42.19967602,50.35845569,60.15136787,70.75066089,81.36027087,92.48324164,104.3882747,118.4156535,134.9798987,153.1580109,172.1752972,191.5628886,211.1531345,230.7618035,250.096889
OECD ENV-Growth 2025,SSP5,1,North Macedonia,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,38.4392,45.8116,54.6687,65.2998,76.8063,88.324,100.399,113.323,128.551,146.533,166.267,186.912,207.959,229.226,250.513,271.503
OECD ENV-Growth 2025,SSP5,1,Norway,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,359.9791755,394.4726362,440.8469156,502.9313685,577.622669,657.5547852,741.8090874,832.8336812,930.731476,1031.754311,1134.484117,1236.165949,1331.503288,1417.050091,1490.908677,1553.551106
OECD ENV-Growth 2025,SSP5,1,Norway,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,365.4372703,400.4537295,447.5311474,510.5569403,586.3807292,667.5247962,753.0565833,845.4613149,944.8434606,1047.39803,1151.685451,1254.909008,1351.691875,1438.535761,1513.514209,1577.106438
OECD ENV-Growth 2025,SSP5,1,Norway,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,381.285,417.82,466.939,532.698,611.81,696.473,785.714,882.126,985.818,1092.82,1201.63,1309.33,1410.31,1500.92,1579.15,1645.5
OECD ENV-Growth 2025,SSP5,1,Oman,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,225.5292454,264.5574653,318.9686906,389.9434231,473.4958409,562.378758,659.1434133,765.5292876,881.2601489,1000.382672,1119.124725,1233.861411,1343.49171,1451.300441,1561.532718,1676.208164
OECD ENV-Growth 2025,SSP5,1,Oman,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,179.3286903,210.3618254,253.6266967,310.0619755,376.498351,447.1732521,524.1152863,608.7075948,700.7305328,795.4503376,889.8676126,981.1000361,1068.272136,1153.995824,1241.646584,1332.830313
OECD ENV-Growth 2025,SSP5,1,Oman,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,173.087,203.04,244.799,299.27,363.394,431.609,505.873,587.521,676.341,767.764,858.895,946.952,1031.09,1113.83,1198.43,1286.44
OECD ENV-Growth 2025,SSP5,1,Pakistan,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,1248.518926,1588.506854,2084.50803,2868.749667,4023.822154,5520.185664,7366.264414,9609.850712,12311.5659,15438.3463,18993.67906,22938.28785,27250.24035,31943.20984,37010.3138,42461.00424
OECD ENV-Growth 2025,SSP5,1,Pakistan,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,1353.021235,1721.466501,2258.983481,3108.866944,4360.620178,5982.230842,7982.82827,10414.20503,13342.05654,16730.55166,20583.46939,24858.24597,29531.1133,34616.88913,40108.11487,46015.03366
OECD ENV-Growth 2025,SSP5,1,Pakistan,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,1360.53,1731.02,2271.52,3126.12,4384.82,6015.43,8027.13,10472,13416.1,16823.4,20697.7,24996.2,29695,34809,40330.7,46270.4
OECD ENV-Growth 2025,SSP5,1,Panama,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,119.3465563,145.3937933,176.9255931,212.4989485,250.4621737,287.9959746,325.5560379,364.5477516,405.1982492,446.5294374,488.6854039,531.4525012,574.6674774,617.9030375,660.4664245,701.3610906
OECD ENV-Growth 2025,SSP5,1,Panama,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,149.6914916,182.3614729,221.9105164,266.5287175,314.144434,361.2215415,408.3315886,457.2372963,508.2235485,560.063563,612.9380631,666.5790797,720.7818522,775.0104423,828.3959533,879.6884561
OECD ENV-Growth 2025,SSP5,1,Panama,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,168.143,204.84,249.264,299.382,352.867,405.747,458.664,513.598,570.869,629.099,688.491,748.744,809.628,870.541,930.507,988.122
OECD ENV-Growth 2025,SSP5,1,Papua New Guinea,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,33.00176616,39.0694095,51.04640983,71.92529868,104.9019783,150.2470442,209.9048384,286.6286328,382.525341,496.9950282,628.9878087,776.5797846,937.7818868,1110.825558,1293.412833,1482.231573
OECD ENV-Growth 2025,SSP5,1,Papua New Guinea,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,35.92570283,42.53093573,55.5690911,78.29783696,114.1962306,163.5588421,228.5022811,312.0237576,416.4168566,541.0284893,684.7157509,845.3842873,1020.868799,1209.244035,1408.008433,1613.5564
OECD ENV-Growth 2025,SSP5,1,Papua New Guinea,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,36.966,43.7625,57.1782,80.5651,117.503,168.295,235.119,321.059,428.475,556.695,704.543,869.864,1050.43,1244.26,1448.78,1660.28
OECD ENV-Growth 2025,SSP5,1,Paraguay,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,99.18923333,118.0129557,142.189641,173.7052829,212.5906123,255.1742303,301.0883247,351.1530303,406.4468144,464.6129903,525.2405305,586.8024864,649.3977735,713.1003384,777.8256707,843.2520548
OECD ENV-Growth 2025,SSP5,1,Paraguay,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,100.3021292,119.3370523,143.7849983,175.6542434,214.9758633,258.0372663,304.4665135,355.0929414,411.0071176,469.8259138,531.1336905,593.386367,656.6839686,721.1012715,786.5528173,852.7132806
OECD ENV-Growth 2025,SSP5,1,Paraguay,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,103.285,122.886,148.061,180.878,221.369,265.711,313.521,365.653,423.23,483.798,546.929,611.033,676.213,742.546,809.944,878.072
OECD ENV-Growth 2025,SSP5,1,Peru,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,446.4989844,519.8156842,625.8713529,775.0392732,958.9688866,1156.311514,1363.30677,1582.297252,1815.061075,2058.107863,2308.474091,2563.760714,2823.224498,3085.106142,3347.825101,3609.01996
OECD ENV-Growth 2025,SSP5,1,Peru,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,449.1026071,522.8468309,629.5209309,779.5586784,964.5608213,1163.054192,1371.256478,1591.523936,1825.64505,2070.109092,2321.935254,2578.710503,2839.687271,3103.095998,3367.346922,3630.06486
OECD ENV-Growth 2025,SSP5,1,Peru,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,474.594,552.524,665.253,823.807,1019.31,1229.07,1449.09,1681.86,1929.27,2187.61,2453.73,2725.08,3000.87,3279.23,3558.48,3836.11
OECD ENV-Growth 2025,SSP5,1,Philippines,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,1115.545844,1527.867972,2108.910549,2824.912372,3620.606229,4415.216228,5210.27308,6029.574109,6888.892289,7773.62407,8680.774583,9612.768246,10570.17551,11548.97469,12546.31354,13552.49438
OECD ENV-Growth 2025,SSP5,1,Philippines,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,1155.109358,1582.054742,2183.704349,2925.099614,3749.013239,4571.804566,5395.058595,6243.416635,7133.211059,8049.320393,8988.643553,9953.69094,10945.05324,11958.56613,12991.27621,14033.14187
OECD ENV-Growth 2025,SSP5,1,Philippines,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,1173.33,1607.01,2218.15,2971.24,3808.15,4643.92,5480.16,6341.9,7245.73,8176.29,9130.43,10110.7,11117.7,12147.2,13196.2,14254.5
OECD ENV-Growth 2025,SSP5,1,Poland,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,1298.510059,1538.731156,1793.436794,2052.376647,2260.329502,2429.01884,2577.428054,2726.110729,2878.515983,3024.852197,3157.312538,3273.541723,3377.624006,3475.990099,3573.227068,3669.017348
OECD ENV-Growth 2025,SSP5,1,Poland,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,1427.73575,1691.863275,1971.916821,2256.625964,2485.273962,2670.750998,2833.929666,2997.409008,3164.981395,3325.880761,3471.523347,3599.319479,3713.759868,3821.915201,3928.829042,4034.15222
OECD ENV-Growth 2025,SSP5,1,Poland,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,1472.02,1744.34,2033.08,2326.62,2562.36,2753.59,2921.83,3090.38,3263.15,3429.04,3579.2,3710.96,3828.95,3940.46,4050.69,4159.28
OECD ENV-Growth 2025,SSP5,1,Portugal,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,336.7461899,373.5654674,421.4516176,483.1771456,551.0932297,619.053036,687.5983775,758.0374926,830.1989213,900.7469133,968.0534578,1030.644858,1087.655241,1135.79258,1175.871308,1205.156642
OECD ENV-Growth 2025,SSP5,1,Portugal,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,374.3963669,415.3322531,468.5723526,537.1991526,612.7086488,688.2667556,764.4758638,842.7904804,923.0199754,1001.455642,1076.287449,1145.87693,1209.261405,1262.780778,1307.34054,1339.900144
OECD ENV-Growth 2025,SSP5,1,Portugal,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,392.799,435.747,491.604,563.604,642.825,722.097,802.052,884.216,968.389,1050.68,1129.19,1202.2,1268.7,1324.85,1371.6,1405.76
OECD ENV-Growth 2025,SSP5,1,Puerto Rico,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,100.9583973,106.115288,113.1646329,120.3312011,126.5646713,131.4364748,136.1310365,141.3873326,147.6264295,154.550111,161.8179602,169.2827447,176.9744737,184.8828315,192.8887191,200.77457
OECD ENV-Growth 2025,SSP5,1,Puerto Rico,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,106.6915099,112.1412444,119.5908996,127.1644349,133.7518844,138.9003424,143.8614936,149.4162784,156.0096742,163.3265299,171.0070977,178.895784,187.0243023,195.3817511,203.8422681,212.1759319
OECD ENV-Growth 2025,SSP5,1,Puerto Rico,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,107.656,113.155,120.672,128.314,134.961,140.156,145.162,150.767,157.42,164.803,172.553,180.513,188.715,197.148,205.685,214.094
OECD ENV-Growth 2025,SSP5,1,Qatar,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,391.115787,468.8718928,538.6735259,610.5074945,689.8911209,777.8185421,874.2002583,984.9198528,1105.539509,1224.1406,1335.808893,1438.634599,1531.025998,1612.167953,1682.335847,1741.529681
OECD ENV-Growth 2025,SSP5,1,Qatar,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,275.2045157,329.9167828,379.0319689,429.5771864,485.4346414,547.3038478,615.1218301,693.0285099,777.9012644,861.353676,939.9278976,1012.280126,1077.290364,1134.385048,1183.757949,1225.409069
OECD ENV-Growth 2025,SSP5,1,Qatar,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,284.051,340.522,391.216,443.386,501.039,564.897,634.895,715.306,802.907,889.042,970.142,1044.82,1111.92,1170.85,1221.81,1264.8
OECD ENV-Growth 2025,SSP5,1,Romania,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,569.9201226,649.2259095,740.2882272,838.0572677,929.4366861,1002.318845,1065.058882,1123.735269,1181.553018,1234.873548,1285.754188,1335.2151,1384.310454,1433.85638,1484.771025,1534.980058
OECD ENV-Growth 2025,SSP5,1,Romania,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,605.7254923,690.0136845,786.7970142,890.7084184,987.8287709,1065.289769,1131.971464,1194.334209,1255.784373,1312.454778,1366.532006,1419.100312,1471.280094,1523.938755,1578.052124,1631.415551
OECD ENV-Growth 2025,SSP5,1,Romania,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,670.387,763.673,870.788,985.792,1093.28,1179.01,1252.81,1321.83,1389.84,1452.56,1512.41,1570.59,1628.34,1686.62,1746.51,1805.57
OECD ENV-Growth 2025,SSP5,1,Russian Federation,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,3816.856907,4113.103197,4627.313318,5311.63372,6149.538515,7061.268732,8087.377916,9283.203035,10617.93,12073.5289,13621.57007,15256.18415,16989.93524,18844.83338,20823.72155,22888.63239
OECD ENV-Growth 2025,SSP5,1,Russian Federation,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,3930.240638,4235.287235,4764.772505,5469.421362,6332.216996,7271.031115,8327.621946,9558.970303,10933.34673,12432.18572,14026.21307,15709.38508,17494.63905,19404.63889,21442.31201,23568.56318
OECD ENV-Growth 2025,SSP5,1,Russian Federation,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,4161.94,4484.97,5045.67,5791.86,6705.52,7699.68,8818.56,10122.5,11577.9,13165.1,14853.1,16635.5,18526,20548.6,22706.4,24958
OECD ENV-Growth 2025,SSP5,1,Rwanda,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,35.46783877,50.12548932,69.97478294,98.1054673,136.9998012,186.3574884,247.3795351,323.2632511,416.4285612,526.7832181,655.4610577,801.5019914,964.378508,1144.771267,1343.094038,1559.41847
OECD ENV-Growth 2025,SSP5,1,Rwanda,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,37.83145051,53.46590134,74.63797145,104.6433123,146.129603,198.7765351,263.8651511,344.8058328,444.179771,561.888571,699.1416287,854.9148742,1028.645642,1221.059953,1432.599149,1663.339654
OECD ENV-Growth 2025,SSP5,1,Rwanda,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,39.6021,55.9683,78.1313,109.541,152.969,208.08,276.215,360.944,464.969,588.187,731.864,894.928,1076.79,1278.21,1499.65,1741.19
OECD ENV-Growth 2025,SSP5,1,Saint Lucia,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,2.614491069,2.824330205,3.185646968,3.817043003,4.687955171,5.67022918,6.740780955,7.917989141,9.218477821,10.61140915,12.07310532,13.57458941,15.09353056,16.60945881,18.09960024,19.53630713
OECD ENV-Growth 2025,SSP5,1,Saint Lucia,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,2.841705094,3.069780435,3.462497662,4.148765575,5.095364924,6.163004087,7.32659285,8.60610707,10.01961555,11.53360047,13.12232629,14.75429782,16.40524352,18.05291449,19.67255762,21.23412244
