,1_a_AGRICULT,2_a_COAL,3_a_OIL,4_a_GAS,5_a_MINING,6_a_FOODPRO,7_a_TEXTILES,8_a_WOODPRO,9_a_PAPERPRO,10_a_PETROLCOAL,11_a_CHEMICAL,12_a_NONMET,13_a_IRONSTL,14_a_NONFERR,15_a_MACHINE,16_a_TRANSEQ,17_a_OTHERIND,18_a_TnD ,19_a_eNuclear,20_a_eCoal,21_a_eGas,22_a_eOil,23_a_eWind,24_a_eSolar,25_a_eHydro,26_a_eOther,27_a_CONSTRUC,28_a_LTRP,29_a_WTRP,30_a_ATRP,31_a_SER,32_c_AGRICULT,33_c_COAL,34_c_OIL,35_c_GAS,36_c_MINING,37_c_FOODPRO,38_c_TEXTILES,39_c_WOODPRO,40_c_PAPERPRO,41_c_PETROLCOAL,42_c_CHEMICAL,43_c_NONMET,44_c_IRONSTL,45_c_NONFERR,46_c_MACHINE,47_c_TRANSEQ,48_c_OTHERIND,49_c_ELEC,50_c_CONSTRUC,51_c_LTRP,52_c_WTRP,53_c_ATRP,54_c_SER,55_Land,56_UnSkLab,57_SkLab,58_Capital,59_NatRes,60_tmm_r_01KOR,61_tmm_r_02CHN,62_tmm_r_03JPN,63_tmm_r_04RUS,64_tmm_r_05MNG,65_tmm_r_06PRK,66_tmm_r_07NAM,67_tmm_r_08LAM,68_tmm_r_09WEU,69_tmm_r_10EEU,70_tmm_r_11RFSU,71_tmm_r_12MEA,72_tmm_r_13AFR,73_tmm_r_14RCPA,74_tmm_r_15SAS,75_tmm_r_16RPAS,76_tmm_r_17RPAO,77_tee_r_01KOR,78_tee_r_02CHN,79_tee_r_03JPN,80_tee_r_04RUS,81_tee_r_05MNG,82_tee_r_06PRK,83_tee_r_07NAM,84_tee_r_08LAM,85_tee_r_09WEU,86_tee_r_10EEU,87_tee_r_11RFSU,88_tee_r_12MEA,89_tee_r_13AFR,90_tee_r_14RCPA,91_tee_r_15SAS,92_tee_r_16RPAS,93_tee_r_17RPAO,94_tf_Land,95_tf_UnSkLab,96_tf_SkLab,97_tf_Capital,98_tf_NatRes,99_M1c20__R1r,100_M2c21__R1r,101_M3c22__R1r,102_M1c20__R2r,103_M2c21__R2r,104_M3c22__R2r,105_M1c20__R3r,106_M2c21__R3r,107_M3c22__R3r,108_M1c20__R4r,109_M2c21__R4r,110_M3c22__R4r,111_M1c20__R5r,112_M2c21__R5r,113_M3c22__R5r,114_M1c20__R6r,115_M2c21__R6r,116_M3c22__R6r,117_M1c20__R7r,118_M2c21__R7r,119_M3c22__R7r,120_M1c20__R8r,121_M2c21__R8r,122_M3c22__R8r,123_M1c20__R9r,124_M2c21__R9r,125_M3c22__R9r,126_M1c20__R10r,127_M2c21__R10r,128_M3c22__R10r,129_M1c20__R11r,130_M2c21__R11r,131_M3c22__R11r,132_M1c20__R12r,133_M2c21__R12r,134_M3c22__R12r,135_M1c20__R13r,136_M2c21__R13r,137_M3c22__R13r,138_M1c20__R14r,139_M2c21__R14r,140_M3c22__R14r,141_M1c20__R15r,142_M2c21__R15r,143_M3c22__R15r,144_M1c20__R16r,145_M2c21__R16r,146_M3c22__R16r,147_M1c20__R17r,148_M2c21__R17r,149_M3c22__R17r,150_M1c20_L_pvst,151_M2c21_W_pvst,152_M3c22_A_pvst,153_ww_r_01KOR,154_ww_r_02CHN,155_ww_r_03JPN,156_ww_r_04RUS,157_ww_r_05MNG,158_ww_r_06PRK,159_ww_r_07NAM,160_ww_r_08LAM,161_ww_r_09WEU,162_ww_r_10EEU,163_ww_r_11RFSU,164_ww_r_12MEA,165_ww_r_13AFR,166_ww_r_14RCPA,167_ww_r_15SAS,168_ww_r_16RPAS,169_ww_r_17RPAO,170_PRIV,171_PRODTAX,172_DIRTAX,173_GOVT,174_CGDS,175_TOT
122_M3c22__R8r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005287,0.000926,0.006503,0.016322,0.005426,0.015252,0.016992,0.015429,0.014027,0.012483,0.008678,0.010098,0.012626,0.013388,0.018821,0.009023,0.01246,0.00577,0.016215,0.015027,0.010058,0.011182,0.015542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267535
123_M1c20__R9r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017817,0.003112,0.021912,0.054999,0.018283,0.051394,0.057256,0.051991,0.047265,0.042065,0.029242,0.034025,0.042546,0.045114,0.063421,0.030404,0.041985,0.019445,0.05464,0.050636,0.03389,0.037681,0.05237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901492
124_M2c21__R9r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009251,0.001612,0.011377,0.028556,0.009493,0.026684,0.029728,0.026995,0.024541,0.021841,0.015183,0.017667,0.022091,0.023424,0.032928,0.015787,0.021799,0.010096,0.028369,0.026291,0.017596,0.019564,0.027191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468064
125_M3c22__R9r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008525,0.001486,0.010485,0.026317,0.008748,0.024592,0.027397,0.024878,0.022616,0.020128,0.013992,0.016281,0.020358,0.021587,0.030346,0.014549,0.02009,0.009304,0.026145,0.024229,0.016217,0.01803,0.025059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43136
126_M1c20__R10r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009736,0.0017,0.011974,0.030055,0.009991,0.028085,0.031289,0.028412,0.025829,0.022987,0.01598,0.018594,0.02325,0.024653,0.034657,0.016615,0.022943,0.010626,0.029859,0.027671,0.01852,0.020591,0.028618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492636
127_M2c21__R10r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00522,0.000916,0.00642,0.016113,0.005356,0.015057,0.016774,0.015232,0.013847,0.012323,0.008567,0.009968,0.012464,0.013217,0.01858,0.008907,0.0123,0.005696,0.016007,0.014835,0.009929,0.011039,0.015342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264109
128_M3c22__R10r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005287,0.000926,0.006503,0.016322,0.005426,0.015252,0.016992,0.015429,0.014027,0.012483,0.008678,0.010098,0.012626,0.013388,0.018821,0.009023,0.01246,0.00577,0.016215,0.015027,0.010058,0.011182,0.015542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267535
129_M1c20__R11r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009729,0.001699,0.011965,0.030032,0.009983,0.028063,0.031265,0.02839,0.025809,0.022969,0.015967,0.018579,0.023232,0.024634,0.034631,0.016602,0.022926,0.010618,0.029836,0.02765,0.018506,0.020575,0.028596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492255
130_M2c21__R11r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005206,0.000914,0.006403,0.016072,0.005343,0.015018,0.016731,0.015193,0.013812,0.012292,0.008545,0.009943,0.012433,0.013183,0.018533,0.008885,0.012269,0.005682,0.015967,0.014797,0.009903,0.011011,0.015303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263436
131_M3c22__R11r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005287,0.000926,0.006503,0.016322,0.005426,0.015252,0.016992,0.015429,0.014027,0.012483,0.008678,0.010098,0.012626,0.013388,0.018821,0.009023,0.01246,0.00577,0.016215,0.015027,0.010058,0.011182,0.015542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267535
132_M1c20__R12r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009865,0.001723,0.012133,0.030454,0.010124,0.028457,0.031704,0.028788,0.026171,0.023292,0.016191,0.01884,0.023558,0.02498,0.035117,0.016835,0.023248,0.010767,0.030254,0.028038,0.018765,0.020864,0.028998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.499167
133_M2c21__R12r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054,0.000949,0.006642,0.01667,0.005542,0.015577,0.017354,0.015758,0.014326,0.01275,0.008863,0.010313,0.012895,0.013674,0.019222,0.009215,0.012725,0.005893,0.016561,0.015348,0.010272,0.011421,0.015873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273243
134_M3c22__R12r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005287,0.000926,0.006503,0.016322,0.005426,0.015252,0.016992,0.015429,0.014027,0.012483,0.008678,0.010098,0.012626,0.013388,0.018821,0.009023,0.01246,0.00577,0.016215,0.015027,0.010058,0.011182,0.015542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267535
135_M1c20__R13r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009729,0.001699,0.011965,0.030032,0.009983,0.028063,0.031264,0.02839,0.025809,0.022969,0.015967,0.018579,0.023232,0.024634,0.03463,0.016602,0.022926,0.010618,0.029836,0.02765,0.018506,0.020575,0.028596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492254
136_M2c21__R13r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005206,0.000914,0.006403,0.016072,0.005343,0.015018,0.016731,0.015193,0.013812,0.012292,0.008545,0.009943,0.012433,0.013183,0.018533,0.008885,0.012269,0.005682,0.015967,0.014797,0.009903,0.011011,0.015303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263435
137_M3c22__R13r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005287,0.000926,0.006503,0.016322,0.005426,0.015252,0.016992,0.015429,0.014027,0.012483,0.008678,0.010098,0.012626,0.013388,0.018821,0.009023,0.01246,0.00577,0.016215,0.015027,0.010058,0.011182,0.015542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267535
138_M1c20__R14r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009729,0.001699,0.011965,0.030032,0.009983,0.028063,0.031265,0.02839,0.025809,0.022969,0.015967,0.018579,0.023232,0.024634,0.034631,0.016602,0.022926,0.010618,0.029836,0.02765,0.018506,0.020575,0.028596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492255
139_M2c21__R14r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005206,0.000914,0.006403,0.016072,0.005343,0.015018,0.016731,0.015193,0.013812,0.012292,0.008545,0.009943,0.012433,0.013183,0.018533,0.008885,0.012269,0.005682,0.015967,0.014797,0.009903,0.011011,0.015303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263436
140_M3c22__R14r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005287,0.000926,0.006503,0.016322,0.005426,0.015252,0.016992,0.015429,0.014027,0.012483,0.008678,0.010098,0.012626,0.013388,0.018821,0.009023,0.01246,0.00577,0.016215,0.015027,0.010058,0.011182,0.015542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267535
141_M1c20__R15r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009751,0.001703,0.011992,0.0301,0.010006,0.028126,0.031335,0.028454,0.025867,0.023021,0.016003,0.018621,0.023284,0.02469,0.034708,0.016639,0.022977,0.010641,0.029903,0.027712,0.018547,0.020622,0.02866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493361
142_M2c21__R15r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005607,0.000979,0.006896,0.017309,0.005754,0.016174,0.018019,0.016362,0.014875,0.013238,0.009202,0.010708,0.013389,0.014198,0.019959,0.009568,0.013213,0.006119,0.017195,0.015935,0.010665,0.011858,0.016481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283702
143_M3c22__R15r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005287,0.000926,0.006503,0.016322,0.005426,0.015252,0.016992,0.015429,0.014027,0.012483,0.008678,0.010098,0.012626,0.013388,0.018821,0.009023,0.01246,0.00577,0.016215,0.015027,0.010058,0.011182,0.015542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267535
144_M1c20__R16r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012517,0.002186,0.015394,0.038639,0.012844,0.036106,0.040224,0.036526,0.033205,0.029552,0.020543,0.023904,0.02989,0.031694,0.044555,0.02136,0.029496,0.01366,0.038386,0.035573,0.023809,0.026472,0.036791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633326
145_M2c21__R16r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006537,0.001141,0.008039,0.020178,0.006708,0.018856,0.021006,0.019075,0.017341,0.015433,0.010728,0.012483,0.015609,0.016551,0.023268,0.011155,0.015404,0.007134,0.020046,0.018577,0.012434,0.013824,0.019214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33074
146_M3c22__R16r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005342,0.000936,0.00657,0.01649,0.005482,0.015409,0.017166,0.015588,0.014171,0.012612,0.008767,0.010201,0.012756,0.013526,0.019015,0.009116,0.012588,0.00583,0.016382,0.015182,0.010161,0.011297,0.015701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270286
147_M1c20__R17r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010631,0.001857,0.013074,0.032816,0.010909,0.030665,0.034163,0.031022,0.028202,0.025099,0.017448,0.020302,0.025386,0.026918,0.037841,0.018141,0.025051,0.011602,0.032602,0.030213,0.020221,0.022483,0.031247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537892
148_M2c21__R17r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005549,0.000968,0.006824,0.017129,0.005694,0.016006,0.017832,0.016192,0.01472,0.013101,0.009107,0.010597,0.013251,0.01405,0.019752,0.009469,0.013076,0.006056,0.017017,0.01577,0.010555,0.011735,0.01631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28076
